"Feature","promedio_gain"
"gameClock_mod",0.169843881463871
"yardlineNumber",0.122182926953099
"diferencia",0.121450495683406
"yardsToGo",0.107144646568493
"down",0.104167598297062
"absoluteYardlineNumber",0.0817306168241308
"quarter",0.0369041593292172
"nflId_46377",0.0356281552064187
"gameId",0.0341198990416563
"nflId_52598",0.0322575182633449
"nflId_53432",0.0224935613574277
"nflId_52625",0.0223960185691614
"nflId_47819",0.0192947296119594
"nflId_35443",0.0181157687060852
"nflId_40078",0.0162952661489714
"nflId_44959",0.0143382740148245
"nflId_42428",0.01181785067311
"nflId_53584",0.0108931274385718
"nflId_46256",0.00693729194082012
"nflId_45069",0.00566350243581351
"nflId_52433",0.0024431344061887
"nflId_46331",0.00155056564891608
"nflId_52561",0.00142071842374076
"nflId_54599",0.000514206629030072
"nflId_46078",0.000396086364680353
