"Feature","promedio_gain"
"gameClock_mod",0.14478957787644
"yardsToGo",0.142857990179818
"nflId_45268",0.118314504100621
"yardlineNumber",0.116857438061049
"absoluteYardlineNumber",0.0650690831051735
"diferencia",0.0548487958715125
"down",0.0513199723773114
"gameId",0.0370365878270736
"nflId_43362",0.0310792201930241
"quarter",0.0309603351543327
"nflId_43415",0.0261174587991764
"nflId_48220",0.0259622986349909
"nflId_46437",0.0225629504059052
"nflId_47852",0.0215664088171107
"nflId_54604",0.0211150351286118
"nflId_46155",0.0166176744433892
"nflId_53456",0.0153729835721937
"nflId_42514",0.013798512628254
"nflId_52500",0.0117114208460977
"nflId_52463",0.00780050874951829
"nflId_43295",0.00572993236825608
"nflId_52609",0.00500635404989746
"nflId_47896",0.00413420766518971
"nflId_54575",0.00318904878416752
"nflId_42469",0.00308504229787566
"nflId_41295",0.00258002592342659
"nflId_53560",0.000516632139582508
