"Feature","promedio_gain"
"gameClock_mod",0.199696876409096
"yardlineNumber",0.10648606210813
"diferencia",0.104161534582854
"nflId_53633",0.0933699029929505
"absoluteYardlineNumber",0.0884209158107346
"yardsToGo",0.0726724843011488
"quarter",0.0697722546049851
"gameId",0.0575474783705388
"nflId_46170",0.0466269175081296
"down",0.0461521730194296
"nflId_53488",0.0252751369102715
"nflId_44901",0.0170012043522828
"nflId_52858",0.016808014359829
"nflId_53512",0.0166969470021541
"nflId_44820",0.0149256926180213
"nflId_46070",0.00794449255359579
"nflId_43808",0.00551065495851224
"nflId_45159",0.00490236958075533
"nflId_52450",0.00483680851587938
"nflId_55014",0.00070998371487738
"nflId_53746",0.000482095725824752
