"Feature","promedio_gain"
"nflId_42589",0.251985685365286
"down",0.140863176868327
"nflId_43334",0.127345272419695
"nflId_54483",0.0823976840337846
"yardsToGo",0.0763746854350011
"gameId",0.0442328732598995
"nflId_38538",0.0416693215297491
"nflId_54551",0.0343368938103762
"gameClock_mod",0.0328160744600717
"nflId_45280",0.0312737620814918
"nflId_43370",0.0304325786234534
"yardlineNumber",0.0249411080607157
"diferencia",0.0238133018204881
"absoluteYardlineNumber",0.0199981830591591
"quarter",0.017274202058374
"nflId_39989",0.00937737914956244
"nflId_46506",0.00670049000466985
"nflId_54628",0.00468579184431531
"nflId_54608",0.00135575364324859
"nflId_53074",0.00076796064090716
"nflId_53482",0.000327516728650123
