"Feature","promedio_gain"
"nflId_47924",0.18204088983614
"down",0.131197462056511
"absoluteYardlineNumber",0.105486793415506
"nflId_54517",0.0945462790411218
"nflId_48988",0.0893155881107836
"yardsToGo",0.0844727956078564
"diferencia",0.0785092713670392
"yardlineNumber",0.0707528849914184
"gameClock_mod",0.0661200515558341
"nflId_47849",0.0263176103520868
"nflId_53484",0.023127019062091
"gameId",0.019027190515888
"nflId_44814",0.0116141468530334
"nflId_54485",0.0103065355287325
"quarter",0.00365825272627577
"nflId_47876",0.00267534126743317
"nflId_54673",0.000847171761681626
"nflId_53453",0.000714394936203935
"nflId_43487",0.000672469335563405
"nflId_52457",0.000633748040562054
"nflId_54905",0.000394111992534866
