"Feature","promedio_gain"
"gameClock_mod",0.170174912000899
"absoluteYardlineNumber",0.11819485641199
"yardlineNumber",0.113630035739108
"down",0.105202700729531
"diferencia",0.101756629550284
"nflId_47924",0.0876133888598408
"nflId_54517",0.0658210128330347
"yardsToGo",0.0521672834688898
"gameId",0.0519854497658471
"nflId_48988",0.0462307521344584
"quarter",0.0400118011333526
"nflId_53484",0.0167899383757442
"nflId_44814",0.0111350122452158
"nflId_54485",0.0105683655460173
"nflId_47849",0.00517935244450237
"nflId_54905",0.00174175770191283
"nflId_52457",0.00112775211222804
"nflId_47876",0.000457892213880133
"nflId_53453",0.000211106733263769
