"Feature","promedio_gain"
"yardsToGo",0.259198202088297
"down",0.191107113387603
"gameClock_mod",0.130503539488225
"nflId_54518",0.0933974256117852
"diferencia",0.0834997238935395
"nflId_46173",0.0423465506087534
"absoluteYardlineNumber",0.036221021467347
"yardlineNumber",0.034980345516281
"quarter",0.0321618944362
"nflId_52449",0.0207674068375616
"nflId_53556",0.016951145993336
"nflId_54542",0.0136285804673271
"gameId",0.0131997182211574
"nflId_52557",0.0128657941774762
"nflId_47842",0.00613956828036296
"nflId_54538",0.00366591118628896
"nflId_53677",0.0036248061666825
"nflId_48118",0.00135185490517963
"nflId_38683",0.0013077103092676
"nflId_53658",0.00106176492371678
"nflId_52620",0.000845685955757838
"nflId_46367",0.000684059971985734
"nflId_52442",0.00068160792504597
"nflId_53703",0.000662386479298459
"nflId_33084",0.000626396251471644
"nflId_44792",0.000579080275179812
"nflId_43307",0.000487710243224273
"nflId_46275",0.000480283342919353
"nflId_53647",0.000402223612977167
