"Feature","promedio_gain"
"nflId_48475",0.247907716231416
"down",0.165600999412628
"yardsToGo",0.12397960039573
"yardlineNumber",0.0754045198464585
"nflId_46797",0.0642080594355
"quarter",0.0450094819263685
"nflId_48489",0.0397158981688931
"nflId_53727",0.0383446228229875
"nflId_46309",0.0380570849004964
"absoluteYardlineNumber",0.0239233373394577
"gameId",0.021701969689577
"diferencia",0.0205868423962126
"gameClock_mod",0.0200070782655465
"nflId_46071",0.0155517441825141
"nflId_54577",0.0150612513708279
"nflId_54508",0.0140955111552011
"nflId_47954",0.0132763528661646
"nflId_54472",0.00718522455093217
"nflId_44003",0.00432005535405715
"nflId_52514",0.00172821463366214
"nflId_43329",0.00168189605607915
"nflId_52551",0.00147262027130188
"nflId_44908",0.00138236188192009
"nflId_53449",0.000711315407544756
"nflId_45186",0.00061022068299273
"nflId_54532",0.000580919295843242
