"Feature","promedio_gain"
"gameClock_mod",0.208977590836096
"absoluteYardlineNumber",0.108162062759708
"yardlineNumber",0.101305363503128
"yardsToGo",0.0955401660529806
"down",0.0910635043113451
"nflId_42412",0.0772431968153637
"diferencia",0.0673818315449299
"gameId",0.0437454105599301
"quarter",0.0421283209669511
"nflId_52541",0.0232047287471174
"nflId_46189",0.0215024162645708
"nflId_52552",0.0199193947931556
"nflId_47907",0.0165212971833133
"nflId_53485",0.0150106160670685
"nflId_40026",0.0136686725136813
"nflId_54698",0.0125471272923926
"nflId_54506",0.0100278695879057
"nflId_47847",0.00914650628717486
"nflId_47803",0.00865280654864139
"nflId_41310",0.00401575469866884
"nflId_47987",0.003926565178123
"nflId_46096",0.00343833083971724
"nflId_43537",0.00222815841880146
"nflId_45056",0.000642308229235941
