"Feature","promedio_gain"
"gameClock_mod",0.226622739192776
"yardlineNumber",0.141352840790431
"absoluteYardlineNumber",0.0978507515295695
"quarter",0.0940991262423217
"yardsToGo",0.0897540437077242
"gameId",0.067414155631347
"diferencia",0.05740683116627
"down",0.0521003212137088
"nflId_47836",0.0398113390120193
"nflId_47834",0.0333917056367092
"nflId_45102",0.0285267909595188
"nflId_52553",0.0147845899454553
"nflId_53946",0.0143420058003306
"nflId_52608",0.0141742938051608
"nflId_53466",0.010958517934352
"nflId_53579",0.00711307952107148
"nflId_46118",0.00308110509177642
"nflId_53439",0.00223444566561342
"nflId_46302",0.00188296794840429
"nflId_46270",0.00105476901788906
"nflId_54663",0.000959931866121942
"nflId_48514",0.000605209639672791
"nflId_39950",0.000478438681756855
