"Feature","promedio_gain"
"diferencia",0.216317658756984
"down",0.204059686058128
"nflId_54475",0.201024946192033
"yardsToGo",0.149620152464946
"gameId",0.0768404904833524
"quarter",0.0362288690976269
"yardlineNumber",0.0246522306403147
"nflId_42500",0.023260018230202
"gameClock_mod",0.0212873064387004
"nflId_46279",0.0155923615795991
"absoluteYardlineNumber",0.00815930777914274
"nflId_53536",0.00753380145777617
"nflId_33099",0.0045801987486201
"nflId_45024",0.00300477280971501
"nflId_48513",0.00260881553304608
"nflId_53431",0.0021196317858382
"nflId_46226",0.00208698892701793
"nflId_33107",0.00170240083901792
"nflId_44817",0.00155520340685371
"nflId_52467",0.00151888289162596
"nflId_54501",0.00125482883440367
"nflId_47969",0.000877773442205999
"nflId_54576",0.000795245666752646
"nflId_43586",0.0005742670186775
