"Feature","promedio_gain"
"yardsToGo",0.168021064111972
"nflId_54572",0.162494562590309
"nflId_46167",0.101343592186367
"nflId_40138",0.0646509062017403
"yardlineNumber",0.0607708533668334
"nflId_41246",0.0594621431024679
"gameClock_mod",0.0586812125027499
"down",0.0530647756390892
"gameId",0.05099564981229
"nflId_55042",0.0475204681396361
"nflId_53576",0.0470326055029421
"diferencia",0.0251731401466295
"absoluteYardlineNumber",0.0230620857555372
"nflId_41630",0.0159561040778649
"nflId_45064",0.014680318754115
"nflId_45339",0.0119901043473083
"nflId_44831",0.0110659341741211
"nflId_41293",0.00600592212242067
"nflId_43396",0.00453280640325102
"quarter",0.00390368509715566
"nflId_53518",0.0036968184029815
"nflId_46224",0.00277564876254112
"nflId_42372",0.00245848182932352
"nflId_42410",0.00163941193513192
"nflId_54480",0.00074010564570692
