"Feature","promedio_gain"
"nflId_45094",0.22599828520976
"down",0.183740998555372
"gameClock_mod",0.178786151633298
"yardlineNumber",0.112930189717026
"diferencia",0.0682776044770001
"yardsToGo",0.0633617356786504
"nflId_47833",0.0514623026061286
"absoluteYardlineNumber",0.0493638162398141
"quarter",0.0319888551268528
"nflId_44853",0.0109333252439915
"gameId",0.010886101988532
"nflId_47885",0.00729430287773063
"nflId_40488",0.00477040848166132
"nflId_47791",0.00132832065017679
"nflId_52584",0.000573745223932079
"nflId_43971",0.000247570868863766
