"Feature","promedio_gain"
"nflId_30842",0.166477134505412
"gameClock_mod",0.151532329060854
"down",0.122772133561588
"diferencia",0.0997208995426086
"yardsToGo",0.0761096526771262
"nflId_52614",0.0602347597420744
"quarter",0.0483571061903905
"gameId",0.0464905606864678
"nflId_45635",0.0368604479426489
"absoluteYardlineNumber",0.0360567529692273
"nflId_54723",0.0348326912969438
"yardlineNumber",0.0275974725082648
"nflId_52616",0.0201700138628603
"nflId_54597",0.0145808941592377
"nflId_44995",0.0127974845664729
"nflId_37139",0.0121236072776559
"nflId_40057",0.0119775220646361
"nflId_52470",0.00857355440157666
"nflId_53514",0.00637042653853331
"nflId_54499",0.00318362805624372
"nflId_47827",0.00249543853487854
"nflId_52600",0.00162310313615558
"nflId_48181",0.00132936939655684
"nflId_46705",0.00132090443623894
