"Feature","promedio_gain"
"yardsToGo",0.187623378924388
"gameClock_mod",0.122961790143696
"down",0.122852425781181
"yardlineNumber",0.0921762957080875
"diferencia",0.0906240873631715
"absoluteYardlineNumber",0.083283702072564
"gameId",0.0504121434393935
"nflId_44856",0.0438228881603934
"nflId_53244",0.0342164844326032
"nflId_53526",0.0339192982596336
"nflId_41390",0.027342339767051
"quarter",0.0214536850477727
"nflId_45573",0.0170272521145038
"nflId_41327",0.0102615038922396
"nflId_53506",0.00961753673748592
"nflId_42794",0.00864377909188946
"nflId_48456",0.00833347776164982
"nflId_46314",0.00833152424134029
"nflId_53442",0.00684078295066493
"nflId_54725",0.00674669171471999
"nflId_46100",0.00376216657541841
"nflId_54660",0.00314518042427454
"nflId_47874",0.00276178625550862
"nflId_45630",0.00195655691706263
"nflId_52520",0.00184790207047826
"nflId_44819",0.000971824792233847
"nflId_48556",0.000723079906464945
"nflId_48576",0.000471042792744439
"nflId_40024",0.000221491159477463
