"Feature","promedio_gain"
"gameClock_mod",0.164059877580467
"yardlineNumber",0.142800099287945
"yardsToGo",0.141235595730714
"down",0.119238212635055
"diferencia",0.095829542264811
"absoluteYardlineNumber",0.0947275718649534
"nflId_45798",0.0835848789392268
"gameId",0.0284159605811089
"quarter",0.0235091643695587
"nflId_52523",0.0205640693219644
"nflId_44898",0.0179736687386721
"nflId_54564",0.0134074483456117
"nflId_46104",0.0114302888991078
"nflId_42347",0.0103231260446143
"nflId_53640",0.00926747548301949
"nflId_46235",0.00632129148409847
"nflId_44841",0.00623685629775996
"nflId_47901",0.00407363574558128
"nflId_52595",0.00237796987898919
"nflId_53520",0.00219222901739884
"nflId_43297",0.00163694118038724
"nflId_42503",0.000432089801910003
"nflId_53539",0.000250679725285654
"nflId_45339",0.000111326781760248
