"Feature","promedio_gain"
"gameClock_mod",0.186956318181845
"down",0.134746393665313
"yardsToGo",0.123146656214076
"nflId_54594",0.118485908764301
"diferencia",0.0879707836209251
"yardlineNumber",0.0854093825033292
"absoluteYardlineNumber",0.056747720371385
"gameId",0.0402405190954432
"nflId_52425",0.0327812320150413
"nflId_46150",0.0302507985950833
"nflId_53667",0.0213275555583598
"nflId_47911",0.0194316131963693
"quarter",0.0171898931591607
"nflId_55158",0.0109504231702152
"nflId_47873",0.00786423839241907
"nflId_45536",0.00625057683451377
"nflId_43424",0.00491840182219738
"nflId_43293",0.00297834168033857
"nflId_53608",0.00284040413073607
"nflId_29550",0.00237649154650476
"nflId_55151",0.00223436132753088
"nflId_55157",0.00222604508089842
"nflId_45052",0.00211511381719671
"nflId_54553",0.00183434367464139
"nflId_46206",0.00138441643490824
"nflId_53117",0.00132495917012263
"nflId_52934",0.000769592427504988
