"Feature","promedio_gain"
"gameClock_mod",0.192427431972735
"nflId_42721",0.124641128576759
"down",0.118804535532695
"yardsToGo",0.0870792724037685
"yardlineNumber",0.0668764361289614
"absoluteYardlineNumber",0.0666548808775533
"diferencia",0.0402340614490296
"nflId_48096",0.0374595796670298
"nflId_52526",0.0363049261792825
"quarter",0.0252021163003213
"gameId",0.0233389557510542
"nflId_42358",0.0229354049638361
"nflId_52423",0.0187498915624201
"nflId_41296",0.0175712747809966
"nflId_46461",0.0171697018730427
"nflId_48094",0.0170145853617068
"nflId_46109",0.0129270304849707
"nflId_40129",0.0122786355518567
"nflId_52660",0.00954579061341968
"nflId_38605",0.00745772106927544
"nflId_52454",0.0060916475133331
"nflId_54545",0.00600292755694962
"nflId_44987",0.00574317740073394
"nflId_54627",0.00474032222048504
"nflId_53464",0.00460724505134023
"nflId_53527",0.00406923388249393
"nflId_52766",0.00368685752842977
"nflId_52491",0.00324908655570057
"nflId_44832",0.00282714813719965
"nflId_43384",0.00204742203983636
"nflId_41369",0.00201531526123112
"nflId_48090",0.00159367161115199
