"Feature","promedio_gain"
"gameClock_mod",0.212881823153733
"yardlineNumber",0.117042750470955
"yardsToGo",0.106265717566785
"diferencia",0.0953826636561212
"absoluteYardlineNumber",0.0906711382485906
"down",0.0810301620292424
"gameId",0.0425459273703429
"quarter",0.0415877433831845
"nflId_46113",0.0232141633473152
"nflId_52581",0.0193787390726802
"nflId_44068",0.0182463469248351
"nflId_53646",0.0157738428099512
"nflId_54536",0.0154760965518153
"nflId_43345",0.0145581153029879
"nflId_47856",0.0125972044810606
"nflId_47815",0.0119311414061632
"nflId_48207",0.0101722039155658
"nflId_47904",0.00893590442405894
"nflId_53468",0.00882842672376466
"nflId_46522",0.00835392113686674
"nflId_46276",0.00772455366359427
"nflId_53580",0.00697611316412528
"nflId_41324",0.00518972565220304
"nflId_40149",0.00424992667584698
"nflId_52457",0.00406384865214015
"nflId_38553",0.00388663540369655
"nflId_54668",0.0037896392039846
"nflId_53586",0.00365126072349277
"nflId_52451",0.00321516002684108
"nflId_54784",0.00237910485805525
