"Feature","promedio_gain"
"down",0.169102980942255
"nflId_46094",0.152126680146897
"yardsToGo",0.135163011924656
"nflId_52673",0.108887548704512
"nflId_43344",0.105359942487366
"gameClock_mod",0.0733695193678636
"nflId_52441",0.0677124290881155
"nflId_52499",0.0352304700264172
"nflId_44860",0.0345987019248307
"diferencia",0.0336569408573439
"yardlineNumber",0.0210409161081685
"absoluteYardlineNumber",0.0204202369113286
"gameId",0.0165657944173121
"quarter",0.0135740726769171
"nflId_44927",0.00994299865628451
"nflId_43495",0.00150751451938544
"nflId_44990",0.00144159557015191
"nflId_52588",0.0013066113195397
"nflId_53434",0.00126274873090192
