"Feature","promedio_gain"
"gameClock_mod",0.21170024127336
"yardlineNumber",0.10598096922857
"nflId_47749",0.105059621440443
"diferencia",0.0980999549650424
"absoluteYardlineNumber",0.0945961837892069
"yardsToGo",0.0860470527864109
"down",0.0568328652947118
"nflId_42397",0.0486876180526961
"quarter",0.0409130641660098
"nflId_47807",0.0295702798994583
"nflId_42547",0.0282082284175495
"gameId",0.0241704375515475
"nflId_47932",0.0232451348596786
"nflId_54703",0.012709750329245
"nflId_44972",0.0112298946051863
"nflId_45555",0.00862582663216607
"nflId_47920",0.00747838464969238
"nflId_48235",0.00305456417516991
"nflId_48700",0.00181598522624115
"nflId_48225",0.00126280575374203
"nflId_44931",0.00058968055820955
"nflId_52517",0.000121456345661962
