"Feature","promedio_gain"
"gameClock_mod",0.143609775982248
"nflId_42589",0.139818444885327
"yardsToGo",0.0953125830609178
"down",0.0821409883879626
"yardlineNumber",0.078578702324185
"absoluteYardlineNumber",0.0731515530432822
"gameId",0.0542590014131301
"nflId_54483",0.0535177597338155
"diferencia",0.0507950553516695
"nflId_43334",0.048391976420245
"nflId_43370",0.0357267973991446
"nflId_45280",0.0311278749486813
"quarter",0.0237474505114076
"nflId_38538",0.017196111981497
"nflId_39989",0.0151441800662173
"nflId_53074",0.0141431817929862
"nflId_54551",0.013338449135642
"nflId_53482",0.0085941442687024
"nflId_54608",0.00720598368616887
"nflId_46506",0.0071091668149802
"nflId_54628",0.00184818886178542
"nflId_41237",0.00182937354528038
"nflId_46446",0.00150506943450931
"nflId_47865",0.00115228381444346
"nflId_53896",0.000528372354280097
"nflId_47995",0.000227530781490883
