"Feature","promedio_gain"
"nflId_42302",0.224109178586652
"gameClock_mod",0.197234541757855
"yardsToGo",0.167732636816511
"yardlineNumber",0.0830344048097523
"absoluteYardlineNumber",0.0670743753489713
"down",0.0592176969845757
"diferencia",0.0565895500207845
"nflId_44835",0.025807387186737
"quarter",0.0228712408615924
"gameId",0.0165532713639798
"nflId_38696",0.0155071532883684
"nflId_53707",0.0104022446035837
"nflId_46116",0.00969431847731153
"nflId_44849",0.00955375633255182
"nflId_53454",0.00850753976564786
"nflId_52733",0.00727944570883642
"nflId_45785",0.0070559126396706
"nflId_52708",0.00692648422802699
"nflId_53574",0.00278359178109074
"nflId_53643",0.0013072871237977
"nflId_44978",0.00128923289125344
"nflId_52524",0.00120526183882713
"nflId_41665",0.00110452354255244
