"","hojas","min_data","fracciones_variables","lerners","profundidad","exactitud","precision","precision_secundaria","promedio"
"1",15,5,0.5,0.01,3,0.649384690568217,0.734517715547526,0.479674796747967,0.62119240095457
"2",15,5,0.5,0.01,5,0.622151139544182,0.714041955234367,0.439024390243902,0.591739161674151
"3",15,5,0.5,0.01,7,0.638411302145808,0.726237077185587,0.463414634146341,0.609354337825912
"4",15,5,0.5,0.01,9,0.638411302145808,0.726237077185587,0.463414634146341,0.609354337825912
"5",15,5,0.5,0.03,3,0.649384690568217,0.734517715547526,0.479674796747967,0.62119240095457
"6",15,5,0.5,0.03,5,0.616864365364965,0.710127471645087,0.430894308943089,0.585962048651047
"7",15,5,0.5,0.03,7,0.611355457816873,0.705962059620596,0.422764227642276,0.580027248359915
"8",15,5,0.5,0.03,9,0.611355457816873,0.705962059620596,0.422764227642276,0.580027248359915
"9",15,5,0.5,0.05,3,0.616775512017415,0.710027100271003,0.430894308943089,0.585898973743836
"10",15,5,0.5,0.05,5,0.595050868541472,0.693716751982335,0.398373983739837,0.562380534754548
"11",15,5,0.5,0.05,7,0.600470922742014,0.697781792632741,0.40650406504065,0.568252260138469
"12",15,5,0.5,0.05,9,0.58963081434093,0.689651711331928,0.390243902439024,0.556508809370628
"13",15,5,0.5,0.1,3,0.622195566217957,0.714092140921409,0.439024390243902,0.591770699127756
"14",15,5,0.5,0.1,5,0.595095295215247,0.693766937669377,0.398373983739837,0.562412072208154
"15",15,5,0.5,0.1,7,0.595006441867697,0.693666566295293,0.398373983739837,0.562348997300942
"16",15,5,0.5,0.1,9,0.600515349415789,0.697831978319783,0.40650406504065,0.568283797592074
"17",15,5,0.5,0.2,3,0.578790705939846,0.681521630031115,0.373983739837398,0.544765358602787
"18",15,5,0.5,0.2,5,0.578790705939846,0.681521630031115,0.373983739837398,0.544765358602787
"19",15,5,0.5,0.2,7,0.567906170864987,0.67334136304326,0.357723577235772,0.53299037038134
"20",15,5,0.5,0.2,9,0.600515349415789,0.697831978319783,0.40650406504065,0.568283797592074
"21",15,5,0.6,0.01,3,0.64400906304145,0.730502860584161,0.471544715447154,0.615352213024255
"22",15,5,0.6,0.01,5,0.622195566217957,0.714092140921409,0.439024390243902,0.591770699127756
"23",15,5,0.6,0.01,7,0.611399884490648,0.706012245307638,0.422764227642276,0.580058785813521
"24",15,5,0.6,0.01,9,0.627704473766049,0.7182575529459,0.447154471544715,0.597705499418888
"25",15,5,0.6,0.03,3,0.638544582167133,0.726387634246713,0.463414634146341,0.609448950186729
"26",15,5,0.6,0.03,5,0.61681993869119,0.710077285958045,0.430894308943089,0.585930511197441
"27",15,5,0.6,0.03,7,0.600515349415789,0.697831978319783,0.40650406504065,0.568283797592074
"28",15,5,0.6,0.03,9,0.605935403616331,0.70189701897019,0.414634146341463,0.574155522975995
"29",15,5,0.6,0.05,3,0.61681993869119,0.710077285958045,0.430894308943089,0.585930511197441
"30",15,5,0.6,0.05,5,0.611355457816873,0.705962059620596,0.422764227642276,0.580027248359915
"31",15,5,0.6,0.05,7,0.58963081434093,0.689651711331928,0.390243902439024,0.556508809370628
"32",15,5,0.6,0.05,9,0.567906170864987,0.67334136304326,0.357723577235772,0.53299037038134
"33",15,5,0.6,0.1,3,0.589586387667155,0.689601525644886,0.390243902439024,0.556477271917022
"34",15,5,0.6,0.1,5,0.600470922742014,0.697781792632741,0.40650406504065,0.568252260138469
"35",15,5,0.6,0.1,7,0.589675241014705,0.68970189701897,0.390243902439024,0.556540346824233
"36",15,5,0.6,0.1,9,0.584210760140388,0.685586670681522,0.382113821138211,0.550637083986707
"37",15,5,0.6,0.2,3,0.58963081434093,0.689651711331928,0.390243902439024,0.556508809370628
"38",15,5,0.6,0.2,5,0.573281798391754,0.677356218006624,0.365853658536585,0.538830558311655
"39",15,5,0.6,0.2,7,0.584210760140388,0.685586670681522,0.382113821138211,0.550637083986707
"40",15,5,0.6,0.2,9,0.573326225065529,0.677406403693667,0.365853658536585,0.53886209576526
"41",15,5,0.7,0.01,3,0.643964636367675,0.730452674897119,0.471544715447154,0.61532067557065
"42",15,5,0.7,0.01,5,0.622239992891732,0.714142326608451,0.439024390243902,0.591802236581362
"43",15,5,0.7,0.01,7,0.605979830290106,0.701947204657232,0.414634146341463,0.5741870604296
"44",15,5,0.7,0.01,9,0.600515349415789,0.697831978319783,0.40650406504065,0.568283797592074
"45",15,5,0.7,0.03,3,0.61681993869119,0.710077285958045,0.430894308943089,0.585930511197441
"46",15,5,0.7,0.03,5,0.600559776089564,0.697882164006825,0.40650406504065,0.56831533504568
"47",15,5,0.7,0.03,7,0.589675241014705,0.68970189701897,0.390243902439024,0.556540346824233
"48",15,5,0.7,0.03,9,0.595050868541472,0.693716751982335,0.398373983739837,0.562380534754548
"49",15,5,0.7,0.05,3,0.611399884490648,0.706012245307638,0.422764227642276,0.580058785813521
"50",15,5,0.7,0.05,5,0.595050868541472,0.693716751982335,0.398373983739837,0.562380534754548
"51",15,5,0.7,0.05,7,0.595050868541472,0.693716751982335,0.398373983739837,0.562380534754548
"52",15,5,0.7,0.05,9,0.578790705939846,0.681521630031115,0.373983739837398,0.544765358602787
"53",15,5,0.7,0.1,3,0.58971966768848,0.689752082706012,0.390243902439024,0.556571884277839
"54",15,5,0.7,0.1,5,0.584210760140388,0.685586670681522,0.382113821138211,0.550637083986707
"55",15,5,0.7,0.1,7,0.584210760140388,0.685586670681522,0.382113821138211,0.550637083986707
"56",15,5,0.7,0.1,9,0.573326225065529,0.677406403693667,0.365853658536585,0.53886209576526
"57",15,5,0.7,0.2,3,0.595139721889022,0.693817123356419,0.398373983739837,0.562443609661759
"58",15,5,0.7,0.2,5,0.606024256963881,0.701997390344274,0.414634146341463,0.574218597883206
"59",15,5,0.7,0.2,7,0.589675241014705,0.68970189701897,0.390243902439024,0.556540346824233
"60",15,5,0.7,0.2,9,0.589586387667155,0.689601525644886,0.390243902439024,0.556477271917022
"61",15,5,0.8,0.01,3,0.643964636367675,0.730452674897119,0.471544715447154,0.61532067557065
"62",15,5,0.8,0.01,5,0.622239992891732,0.714142326608451,0.439024390243902,0.591802236581362
"63",15,5,0.8,0.01,7,0.605979830290106,0.701947204657232,0.414634146341463,0.5741870604296
"64",15,5,0.8,0.01,9,0.600515349415789,0.697831978319783,0.40650406504065,0.568283797592074
"65",15,5,0.8,0.03,3,0.61681993869119,0.710077285958045,0.430894308943089,0.585930511197441
"66",15,5,0.8,0.03,5,0.600559776089564,0.697882164006825,0.40650406504065,0.56831533504568
