"","hojas","min_data","fracciones_variables","lerners","profundidad","exactitud","precision","precision_secundaria","promedio"
"1",15,5,0.5,0.01,3,0.653994490358127,0.714118227816858,0.560283687943262,0.642798802039416
"2",15,5,0.5,0.01,5,0.653948576675849,0.7140565222757,0.560283687943262,0.642762928964937
"3",15,5,0.5,0.01,7,0.670523415977961,0.727631741330371,0.581560283687943,0.659905146998759
"4",15,5,0.5,0.01,9,0.670569329660239,0.727693446871529,0.581560283687943,0.659941020073237
"5",15,5,0.5,0.03,3,0.664967860422406,0.723065531284709,0.574468085106383,0.654167158937833
"6",15,5,0.5,0.03,5,0.659458218549128,0.718561026780205,0.567375886524823,0.648465043951385
"7",15,5,0.5,0.03,7,0.665013774104683,0.723127236825867,0.574468085106383,0.654203032012311
"8",15,5,0.5,0.03,9,0.670569329660239,0.727693446871529,0.581560283687943,0.659941020073237
"9",15,5,0.5,0.05,3,0.664967860422406,0.723065531284709,0.574468085106383,0.654167158937833
"10",15,5,0.5,0.05,5,0.642837465564738,0.704924102184376,0.546099290780142,0.631286952843085
"11",15,5,0.5,0.05,7,0.653994490358127,0.714118227816858,0.560283687943262,0.642798802039416
"12",15,5,0.5,0.05,9,0.66505968778696,0.723188942367025,0.574468085106383,0.654238905086789
"13",15,5,0.5,0.1,3,0.63168044077135,0.695729976551894,0.531914893617021,0.619775103646755
"14",15,5,0.5,0.1,5,0.631818181818182,0.695915093175367,0.531914893617021,0.61988272287019
"15",15,5,0.5,0.1,7,0.631726354453627,0.695791682093052,0.531914893617021,0.619810976721234
"16",15,5,0.5,0.1,9,0.642837465564738,0.704924102184376,0.546099290780142,0.631286952843085
"17",15,5,0.5,0.2,3,0.626216712580349,0.691287177588547,0.524822695035461,0.614108861734786
"18",15,5,0.5,0.2,5,0.637281910009183,0.700357892138714,0.539007092198582,0.625548964782159
"19",15,5,0.5,0.2,7,0.653994490358127,0.714118227816858,0.560283687943262,0.642798802039416
"20",15,5,0.5,0.2,9,0.620661157024793,0.686720967542885,0.517730496453901,0.60837087367386
"21",15,5,0.6,0.01,3,0.637281910009183,0.700357892138714,0.539007092198582,0.625548964782159
"22",15,5,0.6,0.01,5,0.653948576675849,0.7140565222757,0.560283687943262,0.642762928964937
"23",15,5,0.6,0.01,7,0.670569329660239,0.727693446871529,0.581560283687943,0.659941020073237
"24",15,5,0.6,0.01,9,0.670569329660239,0.727693446871529,0.581560283687943,0.659941020073237
"25",15,5,0.6,0.03,3,0.670477502295684,0.727570035789214,0.581560283687943,0.659869273924281
"26",15,5,0.6,0.03,5,0.670569329660239,0.727693446871529,0.581560283687943,0.659941020073237
"27",15,5,0.6,0.03,7,0.648393021120294,0.709490312230038,0.553191489361702,0.637024940904011
"28",15,5,0.6,0.03,9,0.670477502295684,0.727570035789214,0.581560283687943,0.65986927392428
"29",15,5,0.6,0.05,3,0.648393021120294,0.709490312230038,0.553191489361702,0.637024940904011
"30",15,5,0.6,0.05,5,0.665013774104683,0.723127236825867,0.574468085106383,0.654203032012311
"31",15,5,0.6,0.05,7,0.653902662993572,0.713994816734543,0.560283687943262,0.642727055890459
"32",15,5,0.6,0.05,9,0.653902662993572,0.713994816734543,0.560283687943262,0.642727055890459
"33",15,5,0.6,0.1,3,0.631818181818182,0.695915093175367,0.531914893617021,0.61988272287019
"34",15,5,0.6,0.1,5,0.648347107438017,0.709428606688881,0.553191489361702,0.636989067829533
"35",15,5,0.6,0.1,7,0.653948576675849,0.7140565222757,0.560283687943262,0.642762928964937
"36",15,5,0.6,0.1,9,0.637419651056015,0.700543008762187,0.539007092198582,0.625656584005594
"37",15,5,0.6,0.2,3,0.637235996326905,0.700296186597556,0.539007092198582,0.625513091707681
"38",15,5,0.6,0.2,5,0.620707070707071,0.686782673084043,0.517730496453901,0.608406746748338
"39",15,5,0.6,0.2,7,0.63732782369146,0.700419597679872,0.539007092198582,0.625584837856638
"40",15,5,0.6,0.2,9,0.648301193755739,0.709366901147723,0.553191489361702,0.636953194755055
"41",15,5,0.7,0.01,3,0.637235996326905,0.700296186597556,0.539007092198582,0.625513091707681
"42",15,5,0.7,0.01,5,0.670477502295684,0.727570035789214,0.581560283687943,0.65986927392428
"43",15,5,0.7,0.01,7,0.670569329660239,0.727693446871529,0.581560283687943,0.659941020073237
"44",15,5,0.7,0.01,9,0.670477502295684,0.727570035789214,0.581560283687943,0.65986927392428
"45",15,5,0.7,0.03,3,0.664967860422406,0.723065531284709,0.574468085106383,0.654167158937833
"46",15,5,0.7,0.03,5,0.687144168962351,0.7412686659262,0.602836879432624,0.677083238107058
"47",15,5,0.7,0.03,7,0.659550045913682,0.71868443786252,0.567375886524823,0.648536790100342
"48",15,5,0.7,0.03,9,0.665013774104683,0.723127236825867,0.574468085106383,0.654203032012311
"49",15,5,0.7,0.05,3,0.659458218549128,0.718561026780205,0.567375886524823,0.648465043951385
"50",15,5,0.7,0.05,5,0.665105601469238,0.723250647908182,0.574468085106383,0.654274778161268
"51",15,5,0.7,0.05,7,0.653902662993572,0.713994816734543,0.560283687943262,0.642727055890459
"52",15,5,0.7,0.05,9,0.665013774104683,0.723127236825867,0.574468085106383,0.654203032012311
"53",15,5,0.7,0.1,3,0.637235996326905,0.700296186597556,0.539007092198582,0.625513091707681
"54",15,5,0.7,0.1,5,0.664967860422406,0.723065531284709,0.574468085106383,0.654167158937833
"55",15,5,0.7,0.1,7,0.65941230486685,0.718499321239047,0.567375886524823,0.648429170876907
"56",15,5,0.7,0.1,9,0.642883379247016,0.704985807725534,0.546099290780142,0.631322825917564
"57",15,5,0.7,0.2,3,0.631772268135904,0.69585338763421,0.531914893617021,0.619846849795712
"58",15,5,0.7,0.2,5,0.653948576675849,0.7140565222757,0.560283687943262,0.642762928964937
"59",15,5,0.7,0.2,7,0.659366391184573,0.71843761569789,0.567375886524823,0.648393297802428
"60",15,5,0.7,0.2,9,0.631818181818182,0.695915093175367,0.531914893617021,0.61988272287019
"61",15,5,0.8,0.01,3,0.626216712580349,0.691287177588547,0.524822695035461,0.614108861734786
"62",15,5,0.8,0.01,5,0.653902662993572,0.713994816734543,0.560283687943262,0.642727055890459
"63",15,5,0.8,0.01,7,0.653856749311295,0.713933111193385,0.560283687943262,0.642691182815981
"64",15,5,0.8,0.01,9,0.653810835629017,0.713871405652228,0.560283687943262,0.642655309741503
"65",15,5,0.8,0.03,3,0.687098255280073,0.741206960385043,0.602836879432624,0.67704736503258
"66",15,5,0.8,0.03,5,0.659458218549128,0.718561026780205,0.567375886524823,0.648465043951385
"67",15,5,0.8,0.03,7,0.648347107438016,0.709428606688881,0.553191489361702,0.636989067829533
"68",15,5,0.8,0.03,9,0.659458218549128,0.718561026780205,0.567375886524823,0.648465043951385
"69",15,5,0.8,0.05,3,0.670431588613407,0.727508330248056,0.581560283687943,0.659833400849802
"70",15,5,0.8,0.05,5,0.66505968778696,0.723188942367025,0.574468085106383,0.654238905086789
"71",15,5,0.8,0.05,7,0.65941230486685,0.718499321239047,0.567375886524823,0.648429170876907
"72",15,5,0.8,0.05,9,0.681588613406795,0.736702455880538,0.595744680851064,0.671345250046132
"73",15,5,0.8,0.1,3,0.620707070707071,0.686782673084043,0.517730496453901,0.608406746748338
"74",15,5,0.8,0.1,5,0.659458218549128,0.718561026780205,0.567375886524823,0.648465043951385
"75",15,5,0.8,0.1,7,0.670523415977961,0.727631741330371,0.581560283687943,0.659905146998759
"76",15,5,0.8,0.1,9,0.631772268135904,0.69585338763421,0.531914893617021,0.619846849795712
"77",15,5,0.8,0.2,3,0.631772268135904,0.69585338763421,0.531914893617021,0.619846849795712
"78",15,5,0.8,0.2,5,0.637235996326905,0.700296186597556,0.539007092198582,0.625513091707681
"79",15,5,0.8,0.2,7,0.653902662993572,0.713994816734543,0.560283687943262,0.642727055890459
"80",15,5,0.8,0.2,9,0.653810835629017,0.713871405652228,0.560283687943262,0.642655309741503
"81",15,5,0.9,0.01,3,0.626170798898072,0.69122547204739,0.524822695035461,0.614072988660307
"82",15,5,0.9,0.01,5,0.648347107438016,0.709428606688881,0.553191489361702,0.636989067829533
"83",15,5,0.9,0.01,7,0.653902662993572,0.713994816734543,0.560283687943262,0.642727055890459
"84",15,5,0.9,0.01,9,0.648301193755739,0.709366901147723,0.553191489361702,0.636953194755055
"85",15,5,0.9,0.03,3,0.670477502295684,0.727570035789214,0.581560283687943,0.659869273924281
"86",15,5,0.9,0.03,5,0.664967860422406,0.723065531284709,0.574468085106383,0.654167158937833
"87",15,5,0.9,0.03,7,0.664967860422406,0.723065531284709,0.574468085106383,0.654167158937833
"88",15,5,0.9,0.03,9,0.648301193755739,0.709366901147723,0.553191489361702,0.636953194755055
"89",15,5,0.9,0.05,3,0.670477502295684,0.727570035789214,0.581560283687943,0.659869273924281
"90",15,5,0.9,0.05,5,0.664967860422406,0.723065531284709,0.574468085106383,0.654167158937833
"91",15,5,0.9,0.05,7,0.676078971533517,0.732197951376034,0.588652482269504,0.665643135059685
"92",15,5,0.9,0.05,9,0.676078971533517,0.732197951376034,0.588652482269504,0.665643135059685
"93",15,5,0.9,0.1,3,0.637281910009183,0.700357892138714,0.539007092198582,0.625548964782159
"94",15,5,0.9,0.1,5,0.642837465564738,0.704924102184376,0.546099290780142,0.631286952843085
"95",15,5,0.9,0.1,7,0.642883379247016,0.704985807725534,0.546099290780142,0.631322825917564
"96",15,5,0.9,0.1,9,0.653948576675849,0.7140565222757,0.560283687943262,0.642762928964937
"97",15,5,0.9,0.2,3,0.642837465564738,0.704924102184376,0.546099290780142,0.631286952843085
"98",15,5,0.9,0.2,5,0.664967860422406,0.723065531284709,0.574468085106383,0.654167158937833
"99",15,5,0.9,0.2,7,0.648301193755739,0.709366901147723,0.553191489361702,0.636953194755055
"100",15,5,0.9,0.2,9,0.626170798898072,0.69122547204739,0.524822695035461,0.614072988660307
"101",15,10,0.5,0.01,3,0.637281910009183,0.700357892138714,0.539007092198582,0.625548964782159
"102",15,10,0.5,0.01,5,0.659504132231405,0.718622732321362,0.567375886524823,0.648500917025863
"103",15,10,0.5,0.01,7,0.665013774104683,0.723127236825867,0.574468085106383,0.654203032012311
"104",15,10,0.5,0.01,9,0.665013774104683,0.723127236825867,0.574468085106383,0.654203032012311
"105",15,10,0.5,0.03,3,0.659366391184573,0.71843761569789,0.567375886524823,0.648393297802428
"106",15,10,0.5,0.03,5,0.653902662993572,0.713994816734543,0.560283687943262,0.642727055890459
