"","hojas","min_data","fracciones_variables","lerners","profundidad","exactitud","precision","precision_secundaria","promedio"
"1",15,5,0.5,0.01,3,0.679303330790745,0.73943661971831,0.583333333333333,0.667357761280796
"2",15,5,0.5,0.01,5,0.655911517925248,0.720389000670691,0.553030303030303,0.643110273875414
"3",15,5,0.5,0.01,7,0.673302822273074,0.734473507712944,0.575757575757576,0.661177968581198
"4",15,5,0.5,0.01,9,0.650012712941775,0.715560026827632,0.545454545454545,0.637009095074651
"5",15,5,0.5,0.03,3,0.661708619374523,0.725083836351442,0.560606060606061,0.649132838777342
"6",15,5,0.5,0.03,5,0.644113907958302,0.710731052984574,0.537878787878788,0.630907916273888
"7",15,5,0.5,0.03,7,0.655708110856852,0.720120724346076,0.553030303030303,0.642953046077744
"8",15,5,0.5,0.03,9,0.638316806509026,0.706036217303823,0.53030303030303,0.62488535137196
"9",15,5,0.5,0.05,3,0.655860666158149,0.720321931589537,0.553030303030303,0.643070966925996
"10",15,5,0.5,0.05,5,0.632519705059751,0.701341381623072,0.522727272727273,0.618862786470032
"11",15,5,0.5,0.05,7,0.60928044749555,0.682494969818913,0.492424242424242,0.594733219912902
"12",15,5,0.5,0.05,9,0.615026697177727,0.687122736418511,0.5,0.600716477865413
"13",15,5,0.5,0.1,3,0.620874650394101,0.691884641180416,0.507575757575758,0.606778349716758
"14",15,5,0.5,0.1,5,0.603381642512077,0.677665995975855,0.484848484848485,0.588632041112139
"15",15,5,0.5,0.1,7,0.597584541062802,0.672971160295104,0.477272727272727,0.582609476210211
"16",15,5,0.5,0.1,9,0.614975845410628,0.687055667337357,0.5,0.600677170915995
"17",15,5,0.5,0.2,3,0.603381642512077,0.677665995975855,0.484848484848485,0.588632041112139
"18",15,5,0.5,0.2,5,0.603381642512077,0.677665995975855,0.484848484848485,0.588632041112139
"19",15,5,0.5,0.2,7,0.615077548944826,0.687189805499665,0.5,0.60075578481483
"20",15,5,0.5,0.2,9,0.591685736079329,0.668142186452046,0.46969696969697,0.576508297409448
"21",15,5,0.6,0.01,3,0.609382151029748,0.682629107981221,0.492424242424242,0.594811833811737
"22",15,5,0.6,0.01,5,0.626773455377574,0.696713615023474,0.515151515151515,0.612879528517521
"23",15,5,0.6,0.01,7,0.632468853292652,0.701274312541918,0.522727272727273,0.618823479520614
"24",15,5,0.6,0.01,9,0.614924993643529,0.686988598256204,0.5,0.600637863966578
"25",15,5,0.6,0.03,3,0.615128400711925,0.687256874580818,0.5,0.600795091764248
"26",15,5,0.6,0.03,5,0.626671751843377,0.696579476861167,0.515151515151515,0.612800914618686
"27",15,5,0.6,0.03,7,0.609077040427155,0.682226693494299,0.492424242424242,0.594575992115232
"28",15,5,0.6,0.03,9,0.609178743961353,0.682360831656606,0.492424242424242,0.594654606014067
"29",15,5,0.6,0.05,3,0.615026697177727,0.687122736418511,0.5,0.600716477865413
"30",15,5,0.6,0.05,5,0.562496821764556,0.644399731723675,0.431818181818182,0.546238245102138
"31",15,5,0.6,0.05,7,0.597533689295703,0.67290409121395,0.477272727272727,0.582570169260794
"32",15,5,0.6,0.05,9,0.597431985761505,0.672769953051643,0.477272727272727,0.582491555361959
"33",15,5,0.6,0.1,3,0.609077040427155,0.682226693494299,0.492424242424242,0.594575992115232
"34",15,5,0.6,0.1,5,0.597482837528604,0.672837022132797,0.477272727272727,0.582530862311376
"35",15,5,0.6,0.1,7,0.585888634630053,0.663447350771294,0.462121212121212,0.57048573250752
