"","hojas","min_data","fracciones_variables","lerners","profundidad","exactitud","precision","precision_secundaria","promedio"
"1",15,5,0.5,0.01,3,0.697329312002797,0.731055900621118,0.654320987654321,0.694235400092746
"2",15,5,0.5,0.01,5,0.686532913716234,0.721463077984817,0.641975308641975,0.683323766781009
"3",15,5,0.5,0.01,7,0.675605385086109,0.711663216011042,0.62962962962963,0.67229941024226
"4",15,5,0.5,0.01,9,0.681025439286651,0.716494133885438,0.635802469135803,0.677774014102631
"5",15,5,0.5,0.03,3,0.686489203601713,0.721394064872326,0.641975308641975,0.683286192372005
"6",15,5,0.5,0.03,5,0.681069149401171,0.71656314699793,0.635802469135803,0.677811588511635
"7",15,5,0.5,0.03,7,0.691865547687735,0.726155969634231,0.648148148148148,0.688723221823371
"8",15,5,0.5,0.03,9,0.681025439286651,0.716494133885438,0.635802469135803,0.677774014102631
"9",15,5,0.5,0.05,3,0.67569280531515,0.711801242236025,0.62962962962963,0.672374559060268
"10",15,5,0.5,0.05,5,0.681069149401171,0.71656314699793,0.635802469135803,0.677811588511635
"11",15,5,0.5,0.05,7,0.681069149401171,0.71656314699793,0.635802469135803,0.677811588511635
"12",15,5,0.5,0.05,9,0.691821837573214,0.726086956521739,0.648148148148148,0.688685647414367
"13",15,5,0.5,0.1,3,0.664896407028586,0.702208419599724,0.617283950617284,0.661462925748531
"14",15,5,0.5,0.1,5,0.64859253431244,0.687646652864044,0.598765432098765,0.645001539758416
"15",15,5,0.5,0.1,7,0.675649095200629,0.711732229123534,0.62962962962963,0.672336984651264
"16",15,5,0.5,0.1,9,0.681025439286651,0.716494133885438,0.635802469135803,0.677774014102631
"17",15,5,0.5,0.2,3,0.681200279744733,0.716770186335404,0.635802469135803,0.677924311738646
"18",15,5,0.5,0.2,5,0.643128769997377,0.682746721877157,0.592592592592593,0.639489361489042
"19",15,5,0.5,0.2,7,0.654056298627502,0.692546583850932,0.604938271604938,0.650513718027791
"20",15,5,0.5,0.2,9,0.643172480111898,0.682815734989648,0.592592592592593,0.639526935898046
"21",15,5,0.6,0.01,3,0.697329312002797,0.731055900621118,0.654320987654321,0.694235400092746
"22",15,5,0.6,0.01,5,0.691952967916776,0.726293995859213,0.648148148148148,0.688798370641379
"23",15,5,0.6,0.01,7,0.686445493487193,0.721325051759834,0.641975308641975,0.683248617963001
"24",15,5,0.6,0.01,9,0.681069149401171,0.71656314699793,0.635802469135803,0.677811588511635
"25",15,5,0.6,0.03,3,0.697285601888277,0.730986887508627,0.654320987654321,0.694197825683741
"26",15,5,0.6,0.03,5,0.664896407028586,0.702208419599724,0.617283950617284,0.661462925748531
"27",15,5,0.6,0.03,7,0.697285601888277,0.730986887508627,0.654320987654321,0.694197825683741
"28",15,5,0.6,0.03,9,0.675605385086109,0.711663216011042,0.62962962962963,0.67229941024226
"29",15,5,0.6,0.05,3,0.664896407028586,0.702208419599724,0.617283950617284,0.661462925748531
"30",15,5,0.6,0.05,5,0.686445493487193,0.721325051759834,0.641975308641975,0.683248617963001
"31",15,5,0.6,0.05,7,0.664808986799545,0.702070393374741,0.617283950617284,0.661387776930524
"32",15,5,0.6,0.05,9,0.681156569630212,0.716701173222912,0.635802469135802,0.677886737329642
"33",15,5,0.6,0.1,3,0.691952967916776,0.726293995859213,0.648148148148148,0.688798370641379
"34",15,5,0.6,0.1,5,0.664852696914066,0.702139406487233,0.617283950617284,0.661425351339528
"35",15,5,0.6,0.1,7,0.675605385086109,0.711663216011042,0.62962962962963,0.67229941024226
"36",15,5,0.6,0.1,9,0.659476352828044,0.697377501725328,0.611111111111111,0.655988321888161
"37",15,5,0.6,0.2,3,0.654100008742023,0.692615596963423,0.604938271604938,0.650551292436795
"38",15,5,0.6,0.2,5,0.664852696914066,0.702139406487233,0.617283950617284,0.661425351339528
"39",15,5,0.6,0.2,7,0.659432642713524,0.697308488612836,0.611111111111111,0.655950747479157
"40",15,5,0.6,0.2,9,0.643128769997377,0.682746721877157,0.592592592592593,0.639489361489042
"41",15,5,0.7,0.01,3,0.686489203601713,0.721394064872326,0.641975308641975,0.683286192372005
"42",15,5,0.7,0.01,5,0.686532913716234,0.721463077984817,0.641975308641975,0.683323766781009
"43",15,5,0.7,0.01,7,0.681069149401171,0.71656314699793,0.635802469135803,0.677811588511635
"44",15,5,0.7,0.01,9,0.681069149401171,0.71656314699793,0.635802469135803,0.677811588511635
"45",15,5,0.7,0.03,3,0.686532913716234,0.721463077984817,0.641975308641975,0.683323766781009
"46",15,5,0.7,0.03,5,0.686489203601713,0.721394064872326,0.641975308641975,0.683286192372005
"47",15,5,0.7,0.03,7,0.697285601888277,0.730986887508627,0.654320987654321,0.694197825683741
