"diff","lwr","upr","p.adj","comparacion","equipo"
0.00660377358490583,-0.00753227842863416,0.0207398255984458,0.926871976216196,"modelo_1_defecto-modelo_1_bayesiana","CLE"
0.047169811320754,0.0330337593072141,0.061305863334294,2.78665979180914e-14,"modelo_1_grid-modelo_1_bayesiana","CLE"
0.0433962264150946,0.0292601744015546,0.0575322784286345,7.34967642301854e-14,"modelo_2_bayesiana-modelo_1_bayesiana","CLE"
0.0443396226415097,0.0302035706279697,0.0584756746550497,7.30526750203353e-14,"modelo_2_defecto-modelo_1_bayesiana","CLE"
0.0575471698113211,0.0434111177977811,0.0716832218248611,0,"modelo_2_grid-modelo_1_bayesiana","CLE"
0.0452830188679249,0.0311469668543849,0.0594190708814648,6.01740879346835e-14,"modelo_3_bayesiana-modelo_1_bayesiana","CLE"
0.0443396226415097,0.0302035706279697,0.0584756746550497,7.30526750203353e-14,"modelo_3_defecto-modelo_1_bayesiana","CLE"
0.0584905660377364,0.0443545140241964,0.0726266180512764,0,"modelo_3_grid-modelo_1_bayesiana","CLE"
0.0122641509433963,-0.00187190107014371,0.0264002029569363,0.160869294864958,"modelo_4_bayesiana-modelo_1_bayesiana","CLE"
0.00660377358490571,-0.00753227842863427,0.0207398255984457,0.926871976216204,"modelo_4_defecto-modelo_1_bayesiana","CLE"
0.0500000000000003,0.0358639479864603,0.0641360520135403,0,"modelo_4_grid-modelo_1_bayesiana","CLE"
0.0405660377358482,0.0264299857223082,0.0547020897493882,7.34967642301854e-14,"modelo_1_grid-modelo_1_defecto","CLE"
0.0367924528301887,0.0226564008166487,0.0509285048437287,1.64535052249448e-13,"modelo_2_bayesiana-modelo_1_defecto","CLE"
0.0377358490566039,0.0235997970430639,0.0518719010701439,9.74775815620887e-14,"modelo_2_defecto-modelo_1_defecto","CLE"
0.0509433962264153,0.0368073442128753,0.0650794482399553,0,"modelo_2_grid-modelo_1_defecto","CLE"
0.038679245283019,0.024543193269479,0.052815297296559,7.92699239582362e-14,"modelo_3_bayesiana-modelo_1_defecto","CLE"
0.0377358490566039,0.0235997970430639,0.0518719010701439,9.74775815620887e-14,"modelo_3_defecto-modelo_1_defecto","CLE"
0.0518867924528306,0.0377507404392906,0.0660228444663706,0,"modelo_3_grid-modelo_1_defecto","CLE"
0.00566037735849045,-0.00847567465504953,0.0197964293720304,0.975454602623198,"modelo_4_bayesiana-modelo_1_defecto","CLE"
-1.11022302462516e-16,-0.0141360520135401,0.0141360520135399,1,"modelo_4_defecto-modelo_1_defecto","CLE"
0.0433962264150944,0.0292601744015545,0.0575322784286344,7.34967642301854e-14,"modelo_4_grid-modelo_1_defecto","CLE"
-0.00377358490565949,-0.0179096369191995,0.0103624671078805,0.999237461283056,"modelo_2_bayesiana-modelo_1_grid","CLE"
-0.00283018867924434,-0.0169662406927843,0.0113058633342956,0.99995366300561,"modelo_2_defecto-modelo_1_grid","CLE"
0.0103773584905671,-0.0037586935229729,0.0245134105041071,0.394122816544088,"modelo_2_grid-modelo_1_grid","CLE"
-0.00188679245282919,-0.0160228444663692,0.0122492595607108,0.999999301236016,"modelo_3_bayesiana-modelo_1_grid","CLE"
-0.00283018867924434,-0.0169662406927843,0.0113058633342956,0.99995366300561,"modelo_3_defecto-modelo_1_grid","CLE"
0.0113207547169824,-0.00281529729655764,0.0254568067305223,0.261507837813532,"modelo_3_grid-modelo_1_grid","CLE"
-0.0349056603773578,-0.0490417123908977,-0.0207696083638178,1.6278089987054e-12,"modelo_4_bayesiana-modelo_1_grid","CLE"
-0.0405660377358483,-0.0547020897493883,-0.0264299857223083,7.34967642301854e-14,"modelo_4_defecto-modelo_1_grid","CLE"
0.00283018867924623,-0.0113058633342938,0.0169662406927862,0.99995366300561,"modelo_4_grid-modelo_1_grid","CLE"
0.00094339622641515,-0.0131926557871248,0.0150794482399551,0.999999999598926,"modelo_2_defecto-modelo_2_bayesiana","CLE"
0.0141509433962266,1.48913826865903e-05,0.0282869954097666,0.0494873085210212,"modelo_2_grid-modelo_2_bayesiana","CLE"
0.0018867924528303,-0.0122492595607097,0.0160228444663703,0.999999301236016,"modelo_3_bayesiana-modelo_2_bayesiana","CLE"
0.00094339622641515,-0.0131926557871248,0.0150794482399551,0.999999999598926,"modelo_3_defecto-modelo_2_bayesiana","CLE"
0.0150943396226418,0.000958287609101851,0.0292303916361818,0.0249953897722065,"modelo_3_grid-modelo_2_bayesiana","CLE"
-0.0311320754716983,-0.0452681274852383,-0.0169960234581583,3.68692854024744e-10,"modelo_4_bayesiana-modelo_2_bayesiana","CLE"
-0.0367924528301888,-0.0509285048437288,-0.0226564008166488,1.64535052249448e-13,"modelo_4_defecto-modelo_2_bayesiana","CLE"
0.00660377358490571,-0.00753227842863427,0.0207398255984457,0.926871976216204,"modelo_4_grid-modelo_2_bayesiana","CLE"
0.0132075471698114,-0.000928504843728559,0.0273435991833514,0.0922010252862649,"modelo_2_grid-modelo_2_defecto","CLE"
0.00094339622641515,-0.0131926557871248,0.0150794482399551,0.999999999598926,"modelo_3_bayesiana-modelo_2_defecto","CLE"
0,-0.01413605201354,0.01413605201354,1,"modelo_3_defecto-modelo_2_defecto","CLE"
0.0141509433962267,1.48913826867013e-05,0.0282869954097667,0.0494873085210177,"modelo_3_grid-modelo_2_defecto","CLE"
-0.0320754716981134,-0.0462115237116534,-0.0179394196845734,9.6988195252834e-11,"modelo_4_bayesiana-modelo_2_defecto","CLE"
-0.037735849056604,-0.051871901070144,-0.023599797043064,9.74775815620887e-14,"modelo_4_defecto-modelo_2_defecto","CLE"
