"","equipos","metrica","comparacion_a","comparacion_b","comparacion","metrica_a","metrica_b","p_value","skewness"
"173","JAX","exactitud","profunda_modelo_2","azar","profunda_modelo_2_azar",0.76822429906542,0.512264150943396,9.51554559698195e-05,1.69935734853954
"174","JAX","exactitud","modelo_2_grid","azar","modelo_2_grid_azar",0.790566037735849,0.512264150943396,8.94056873742386e-05,1.38584742513402
"175","JAX","precision","profunda_modelo_2","modelo_2_grid","profunda_modelo_2_modelo_2_grid",0.791935483870968,0.818032786885246,0.00255849964534228,-0.0441714583767269
"176","JAX","precision","profunda_modelo_2","azar","profunda_modelo_2_azar",0.791935483870968,0.576229508196721,9.51554559698195e-05,1.70255449967576
"177","JAX","precision","modelo_2_grid","azar","modelo_2_grid_azar",0.818032786885246,0.576229508196721,9.03022886043167e-05,1.38584742513403
"178","JAX","precision_secundaria","profunda_modelo_2","modelo_2_grid","profunda_modelo_2_modelo_2_grid",0.735555555555556,0.753333333333334,0.0194748183252156,-0.0435404707686033
"179","JAX","precision_secundaria","profunda_modelo_2","azar","profunda_modelo_2_azar",0.735555555555556,0.425555555555556,9.42224611629232e-05,1.69489804976264
"180","JAX","precision_secundaria","modelo_2_grid","azar","modelo_2_grid_azar",0.753333333333334,0.425555555555556,8.95333572744973e-05,1.38584742513402
"181","NO","exactitud","profunda_modelo_3","modelo_3_grid","profunda_modelo_3_modelo_3_grid",0.802777777777778,0.812037037037037,0.0634819387480176,0.277783638827023
"182","NO","exactitud","profunda_modelo_3","azar","profunda_modelo_3_azar",0.802777777777778,0.537037037037037,9.40897447807637e-05,0.0223297266888725
"183","NO","exactitud","modelo_3_grid","azar","modelo_3_grid_azar",0.812037037037037,0.537037037037037,9.43553195003359e-05,-0.149350421102208
"184","NO","precision","profunda_modelo_3","modelo_3_grid","profunda_modelo_3_modelo_3_grid",0.846212121212121,0.846212121212122,0.650612963932754,0.277783638827012
"185","NO","precision","profunda_modelo_3","azar","profunda_modelo_3_azar",0.846212121212121,0.621212121212121,9.40897447807637e-05,0.0223297266888747
"186","NO","precision","modelo_3_grid","azar","modelo_3_grid_azar",0.846212121212122,0.621212121212121,9.43553195003359e-05,-0.149350421102214
"187","NO","precision_secundaria","profunda_modelo_3","modelo_3_grid","profunda_modelo_3_modelo_3_grid",0.734523809523809,0.758333333333333,0.00630713283079533,0.277783638827057
"188","NO","precision_secundaria","profunda_modelo_3","azar","profunda_modelo_3_azar",0.734523809523809,0.404761904761905,9.47547472055397e-05,0.0223297266888627
"189","NO","precision_secundaria","modelo_3_grid","azar","modelo_3_grid_azar",0.758333333333333,0.404761904761905,9.43553195003359e-05,-0.149350421102215
"190","NYG","exactitud","no_profunda_modelo_3","modelo_4_grid","no_profunda_modelo_3_modelo_4_grid",0.733695652173913,0.697826086956521,0.000915124336202508,0.125095847943253
"191","NYG","exactitud","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.733695652173913,0.493478260869565,9.40897447807637e-05,-0.028599996872369
"192","NYG","exactitud","modelo_4_grid","azar","modelo_4_grid_azar",0.697826086956521,0.493478260869565,8.94056873742386e-05,0.101887031265988
"193","NYG","precision","no_profunda_modelo_3","modelo_4_grid","no_profunda_modelo_3_modelo_4_grid",0.745192307692308,0.732692307692308,0.0173757449997309,0.12509584794327
"194","NYG","precision","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.745192307692308,0.551923076923077,9.42224611629232e-05,-0.0285999968723695
"195","NYG","precision","modelo_4_grid","azar","modelo_4_grid_azar",0.732692307692308,0.551923076923077,8.71312044227371e-05,0.101887031265988
"196","NYG","precision_secundaria","no_profunda_modelo_3","modelo_4_grid","no_profunda_modelo_3_modelo_4_grid",0.71875,0.6525,8.66317977182485e-05,0.125095847943273
"197","NYG","precision_secundaria","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.71875,0.4175,9.39571702577334e-05,-0.0285999968723676
"198","NYG","precision_secundaria","modelo_4_grid","azar","modelo_4_grid_azar",0.6525,0.4175,8.90235077407692e-05,0.101887031265995
"199","PIT","exactitud","no_profunda_modelo_2","modelo_3_grid","no_profunda_modelo_2_modelo_3_grid",0.741052631578948,0.714736842105263,0.000608404404140162,-0.229632863052844
"200","PIT","exactitud","no_profunda_modelo_2","azar","no_profunda_modelo_2_azar",0.741052631578948,0.563157894736842,9.31646967801112e-05,-0.438841472296924
"201","PIT","exactitud","modelo_3_grid","azar","modelo_3_grid_azar",0.714736842105263,0.563157894736842,8.94056873742386e-05,0.0352655010229751
"202","PIT","precision","no_profunda_modelo_2","modelo_3_grid","no_profunda_modelo_2_modelo_3_grid",0.820634920634921,0.784920634920635,0.000135396487472746,-0.229632863052821
"203","PIT","precision","no_profunda_modelo_2","azar","no_profunda_modelo_2_azar",0.820634920634921,0.670634920634921,9.31646967801112e-05,-0.438841472296892
"204","PIT","precision","modelo_3_grid","azar","modelo_3_grid_azar",0.784920634920635,0.670634920634921,8.97891126822368e-05,0.0352655010229963
"205","PIT","precision_secundaria","no_profunda_modelo_2","modelo_3_grid","no_profunda_modelo_2_modelo_3_grid",0.584375,0.5765625,0.318115734900201,-0.229632863052834
"206","PIT","precision_secundaria","no_profunda_modelo_2","azar","no_profunda_modelo_2_azar",0.584375,0.3515625,9.01737862463338e-05,-0.438841472296917
"207","PIT","precision_secundaria","modelo_3_grid","azar","modelo_3_grid_azar",0.5765625,0.3515625,8.60106055761059e-05,0.0352655010229657
"208","SF","exactitud","no_profunda_modelo_3","modelo_1_grid","no_profunda_modelo_3_modelo_1_grid",0.852222222222222,0.713483146067416,6.89007814113908e-05,-0.636778463390191
"209","SF","exactitud","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.852222222222222,0.489887640449438,9.36924464046361e-05,0.171735540760447
"210","SF","exactitud","modelo_1_grid","azar","modelo_1_grid_azar",0.713483146067416,0.489887640449438,9.29016694719468e-05,-0.0636988074510239
"211","SF","precision","no_profunda_modelo_3","modelo_1_grid","no_profunda_modelo_3_modelo_1_grid",0.899019607843138,0.75,6.827546236021e-05,-0.635039005405826
"212","SF","precision","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.899019607843138,0.554901960784314,9.26392061424032e-05,0.172235982193336
"213","SF","precision","modelo_1_grid","azar","modelo_1_grid_azar",0.75,0.554901960784314,9.15949772579487e-05,-0.0636988074510466
"214","SF","precision_secundaria","no_profunda_modelo_3","modelo_1_grid","no_profunda_modelo_3_modelo_1_grid",0.791025641025641,0.664473684210526,6.89007814113908e-05,-0.639118902815556
"215","SF","precision_secundaria","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.791025641025641,0.402631578947368,9.36924464046361e-05,0.171101372332766
"216","SF","precision_secundaria","modelo_1_grid","azar","modelo_1_grid_azar",0.664473684210526,0.402631578947368,9.29016694719468e-05,-0.0636988074510332
"217","DEN","exactitud","no_profunda_modelo_3","modelo_3_grid","no_profunda_modelo_3_modelo_3_grid",0.741666666666667,0.730208333333333,0.218758656171389,-0.514856454209576
"218","DEN","exactitud","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.741666666666667,0.529166666666667,9.44883198891393e-05,0.130609626041951
"219","DEN","exactitud","modelo_3_grid","azar","modelo_3_grid_azar",0.730208333333333,0.529166666666667,9.44883198891393e-05,0.0544955297809148
"220","DEN","precision","no_profunda_modelo_3","modelo_3_grid","no_profunda_modelo_3_modelo_3_grid",0.826666666666667,0.784166666666666,0.0001356099909176,-0.514856454209564
"221","DEN","precision","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.826666666666667,0.623333333333333,9.43553195003359e-05,0.130609626041953
"222","DEN","precision","modelo_3_grid","azar","modelo_3_grid_azar",0.784166666666666,0.623333333333333,9.44883198891393e-05,0.0544955297809305
"223","DEN","precision_secundaria","no_profunda_modelo_3","modelo_3_grid","no_profunda_modelo_3_modelo_3_grid",0.6,0.640277777777778,0.00044952793694275,-0.514856454209553
"224","DEN","precision_secundaria","no_profunda_modelo_3","azar","no_profunda_modelo_3_azar",0.6,0.372222222222222,9.52893106866428e-05,0.130609626041948
"225","DEN","precision_secundaria","modelo_3_grid","azar","modelo_3_grid_azar",0.640277777777778,0.372222222222222,9.36924464046361e-05,0.0544955297809218
"226","LV","exactitud","no_profunda_modelo_4","modelo_1_bayesiana","no_profunda_modelo_4_modelo_1_bayesiana",0.704301075268817,0.76195652173913,0.000196075452835193,0.791348340417775
"227","LV","exactitud","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.704301075268817,0.530434782608696,0.000109135801826979,-1.40980070086913
"228","LV","exactitud","modelo_1_bayesiana","azar","modelo_1_bayesiana_azar",0.76195652173913,0.530434782608696,9.46214624254854e-05,-0.585937526818126
"229","LV","precision","no_profunda_modelo_4","modelo_1_bayesiana","no_profunda_modelo_4_modelo_1_bayesiana",0.786290322580645,0.820491803278689,0.000304151884262979,0.790610766623211
"230","LV","precision","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.786290322580645,0.645901639344262,9.35602968823918e-05,-1.40825236039221
"231","LV","precision","modelo_1_bayesiana","azar","modelo_1_bayesiana_azar",0.820491803278689,0.645901639344262,9.42224611629232e-05,-0.585937526818126
"232","LV","precision_secundaria","no_profunda_modelo_4","modelo_1_bayesiana","no_profunda_modelo_4_modelo_1_bayesiana",0.540322580645162,0.646774193548387,0.000190996506554571,0.79278680705779
"233","LV","precision_secundaria","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.540322580645162,0.303225806451613,0.00010481477071826,-1.41285440604167
"234","LV","precision_secundaria","modelo_1_bayesiana","azar","modelo_1_bayesiana_azar",0.646774193548387,0.303225806451613,9.22465669285077e-05,-0.585937526818131
"235","GB","exactitud","profunda_modelo_2","modelo_2_grid","profunda_modelo_2_modelo_2_grid",0.697222222222222,0.692592592592593,0.321744727076713,-0.143546456901545
"236","GB","exactitud","profunda_modelo_2","azar","profunda_modelo_2_azar",0.697222222222222,0.534259259259259,9.48881743254824e-05,-0.748624213140544
"237","GB","exactitud","modelo_2_grid","azar","modelo_2_grid_azar",0.692592592592593,0.534259259259259,9.34282888349226e-05,-0.625617635784714
"238","GB","precision","profunda_modelo_2","modelo_2_grid","profunda_modelo_2_modelo_2_grid",0.845522388059701,0.752238805970149,9.17250147376448e-05,-0.143546456901514
"239","GB","precision","profunda_modelo_2","azar","profunda_modelo_2_azar",0.845522388059701,0.624626865671642,9.47547472055397e-05,-0.748624213140539
"240","GB","precision","modelo_2_grid","azar","modelo_2_grid_azar",0.752238805970149,0.624626865671642,9.26392061424032e-05,-0.625617635784722
"241","GB","precision_secundaria","profunda_modelo_2","modelo_2_grid","profunda_modelo_2_modelo_2_grid",0.454878048780487,0.595121951219513,9.21159683482189e-05,-0.143546456901524
"242","GB","precision_secundaria","profunda_modelo_2","azar","profunda_modelo_2_azar",0.454878048780487,0.386585365853658,0.00190927536377353,-0.748624213140555
"243","GB","precision_secundaria","modelo_2_grid","azar","modelo_2_grid_azar",0.595121951219513,0.386585365853658,9.30331125807052e-05,-0.625617635784727
"244","BUF","exactitud","no_profunda_modelo_4","modelo_3_bayesiana","no_profunda_modelo_4_modelo_3_bayesiana",0.630434782608696,0.694565217391304,8.86425712014864e-05,-0.357827825559421
"245","BUF","exactitud","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.630434782608696,0.572826086956522,0.000474294041339669,-0.228497766448726
"246","BUF","exactitud","modelo_3_bayesiana","azar","modelo_3_bayesiana_azar",0.694565217391304,0.572826086956522,9.29016694719468e-05,-0.150373391078896
"247","BUF","precision","no_profunda_modelo_4","modelo_3_bayesiana","no_profunda_modelo_4_modelo_3_bayesiana",0.674603174603175,0.776984126984127,7.777976760573e-05,-0.357827825559466
"248","BUF","precision","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.674603174603175,0.688095238095238,0.16903490811166,-0.228497766448714
"249","BUF","precision","modelo_3_bayesiana","azar","modelo_3_bayesiana_azar",0.776984126984127,0.688095238095238,9.31646967801112e-05,-0.150373391078896
"250","BUF","precision_secundaria","no_profunda_modelo_4","modelo_3_bayesiana","no_profunda_modelo_4_modelo_3_bayesiana",0.53448275862069,0.51551724137931,0.0719900380831076,-0.35782782555946
"251","BUF","precision_secundaria","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.53448275862069,0.322413793103448,9.39571702577334e-05,-0.228497766448709
"252","BUF","precision_secundaria","modelo_3_bayesiana","azar","modelo_3_bayesiana_azar",0.51551724137931,0.322413793103448,9.32964221661756e-05,-0.150373391078891
"253","PHI","exactitud","profunda_modelo_4","modelo_3_grid","profunda_modelo_4_modelo_3_grid",0.671717171717172,0.729292929292929,0.000141684127689277,-0.160290472974094
"254","PHI","exactitud","profunda_modelo_4","azar","profunda_modelo_4_azar",0.671717171717172,0.526262626262626,0.000125242657098343,-0.662934475719222
"255","PHI","exactitud","modelo_3_grid","azar","modelo_3_grid_azar",0.729292929292929,0.526262626262626,9.40897447807637e-05,-0.103747177867266
"256","PHI","precision","profunda_modelo_4","modelo_3_grid","profunda_modelo_4_modelo_3_grid",0.717592592592593,0.751851851851852,0.0016685341181482,-0.160290472974081
"257","PHI","precision","profunda_modelo_4","azar","profunda_modelo_4_azar",0.717592592592593,0.565740740740741,0.000110351117299961,-0.662934475719215
"258","PHI","precision","modelo_3_grid","azar","modelo_3_grid_azar",0.751851851851852,0.565740740740741,9.46214624254854e-05,-0.103747177867262
"259","PHI","precision_secundaria","profunda_modelo_4","modelo_3_grid","profunda_modelo_4_modelo_3_grid",0.616666666666667,0.702222222222222,0.000134757485737653,-0.160290472974075
"260","PHI","precision_secundaria","profunda_modelo_4","azar","profunda_modelo_4_azar",0.616666666666667,0.478888888888889,0.000215217657727515,-0.662934475719218
"261","PHI","precision_secundaria","modelo_3_grid","azar","modelo_3_grid_azar",0.702222222222222,0.478888888888889,9.46214624254854e-05,-0.103747177867269
"262","IND","exactitud","profunda_modelo_4","modelo_2_bayesiana","profunda_modelo_4_modelo_2_bayesiana",0.721929824561404,0.699122807017544,0.0104211984769011,-0.187437589301665
"263","IND","exactitud","profunda_modelo_4","azar","profunda_modelo_4_azar",0.721929824561404,0.550877192982456,9.50217438815064e-05,-0.178134327395805
"264","IND","exactitud","modelo_2_bayesiana","azar","modelo_2_bayesiana_azar",0.699122807017544,0.550877192982456,9.36924464046361e-05,0.997145037961167
"265","IND","precision","profunda_modelo_4","modelo_2_bayesiana","profunda_modelo_4_modelo_2_bayesiana",0.824342105263158,0.774342105263158,0.000140810009698207,-0.187437589301669
"266","IND","precision","profunda_modelo_4","azar","profunda_modelo_4_azar",0.824342105263158,0.663157894736842,9.48881743254824e-05,-0.178134327395825
"267","IND","precision","modelo_2_bayesiana","azar","modelo_2_bayesiana_azar",0.774342105263158,0.663157894736842,9.38247374977226e-05,0.997145037961142
"268","IND","precision_secundaria","profunda_modelo_4","modelo_2_bayesiana","profunda_modelo_4_modelo_2_bayesiana",0.517105263157895,0.548684210526316,0.0465605987423574,-0.187437589301654
"269","IND","precision_secundaria","profunda_modelo_4","azar","profunda_modelo_4_azar",0.517105263157895,0.326315789473684,9.47547472055397e-05,-0.178134327395798
"270","IND","precision_secundaria","modelo_2_bayesiana","azar","modelo_2_bayesiana_azar",0.548684210526316,0.326315789473684,9.44883198891393e-05,0.99714503796117
"271","NE","exactitud","no_profunda_modelo_4","modelo_1_grid","no_profunda_modelo_4_modelo_1_grid",0.747572815533981,0.68921568627451,8.18759471993065e-05,-0.524158757936174
"272","NE","exactitud","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.747572815533981,0.524509803921569,9.51554559698195e-05,0.179473721989391
"273","NE","exactitud","modelo_1_grid","azar","modelo_1_grid_azar",0.68921568627451,0.524509803921569,9.32964221661756e-05,-0.0558486894232246
"274","NE","precision","no_profunda_modelo_4","modelo_1_grid","no_profunda_modelo_4_modelo_1_grid",0.775862068965517,0.726724137931035,8.01007867743863e-05,-0.519411287477561
"275","NE","precision","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.775862068965517,0.581896551724138,9.42224611629232e-05,0.180824969871041
"276","NE","precision","modelo_1_grid","azar","modelo_1_grid_azar",0.726724137931035,0.581896551724138,9.25081857296685e-05,-0.0558486894232188
"277","NE","precision_secundaria","no_profunda_modelo_4","modelo_1_grid","no_profunda_modelo_4_modelo_1_grid",0.711111111111111,0.639772727272727,8.18759471993065e-05,-0.5304016425111
"278","NE","precision_secundaria","no_profunda_modelo_4","azar","no_profunda_modelo_4_azar",0.711111111111111,0.448863636363636,9.51554559698195e-05,0.177713803022645
"279","NE","precision_secundaria","modelo_1_grid","azar","modelo_1_grid_azar",0.639772727272727,0.448863636363636,9.32964221661756e-05,-0.0558486894232091
"280","TB","exactitud","profunda_modelo_4","modelo_2_grid","profunda_modelo_4_modelo_2_grid",0.760909090909091,0.777272727272727,0.00884644814704083,-1.55174719132786
"281","TB","exactitud","profunda_modelo_4","azar","profunda_modelo_4_azar",0.760909090909091,0.561818181818182,9.40897447807637e-05,0.0334780792608089
"282","TB","exactitud","modelo_2_grid","azar","modelo_2_grid_azar",0.777272727272727,0.561818181818182,9.29016694719468e-05,-0.0570129140026338
"283","TB","precision","profunda_modelo_4","modelo_2_grid","profunda_modelo_4_modelo_2_grid",0.842207792207792,0.840909090909091,0.401160204990545,-1.5517471913279
"284","TB","precision","profunda_modelo_4","azar","profunda_modelo_4_azar",0.842207792207792,0.687012987012987,9.15949772579487e-05,0.0334780792608137
"285","TB","precision","modelo_2_grid","azar","modelo_2_grid_azar",0.840909090909091,0.687012987012987,8.94056873742386e-05,-0.0570129140026265
"286","TB","precision_secundaria","profunda_modelo_4","modelo_2_grid","profunda_modelo_4_modelo_2_grid",0.571212121212121,0.628787878787879,0.000132643768322255,-1.55174719132791
"287","TB","precision_secundaria","profunda_modelo_4","azar","profunda_modelo_4_azar",0.571212121212121,0.26969696969697,9.38247374977226e-05,0.0334780792608131
"288","TB","precision_secundaria","modelo_2_grid","azar","modelo_2_grid_azar",0.628787878787879,0.26969696969697,9.36924464046361e-05,-0.0570129140026271
