"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",0.00369421195640188,0.00237485054340121,0.000335837450581989,"DEN"
"no_profunda_modelo_1 - no_profunda_modelo_3",7.44756790857693e-15,7.44756790857693e-15,7.44756790857693e-15,"DEN"
"no_profunda_modelo_2 - no_profunda_modelo_3",0.000355925934506708,0.000266944450880031,4.44907418133385e-05,"DEN"
"no_profunda_modelo_1 - no_profunda_modelo_4",0.001427865545726,0.000968908763171213,0.0001427865545726,"DEN"
"no_profunda_modelo_2 - no_profunda_modelo_4",1,1,0.849840479723142,"DEN"
"no_profunda_modelo_3 - no_profunda_modelo_4",0.000986074503402312,0.000704338931001652,0.000109563833711368,"DEN"
"no_profunda_modelo_1 - profunda_modelo_1",1,1,0.734191195458492,"DEN"
"no_profunda_modelo_2 - profunda_modelo_1",0.0180078148249738,0.010290179899985,0.00138521652499799,"DEN"
"no_profunda_modelo_3 - profunda_modelo_1",2.06713126368833e-13,1.99330514712804e-13,1.03356563184417e-13,"DEN"
"no_profunda_modelo_4 - profunda_modelo_1",0.0076060232070863,0.00461794266144526,0.000633835267257192,"DEN"
"no_profunda_modelo_1 - profunda_modelo_2",0.0639256774122685,0.0342458986137153,0.00456611981516204,"DEN"
"no_profunda_modelo_2 - profunda_modelo_2",1,1,0.492853348551742,"DEN"
"no_profunda_modelo_3 - profunda_modelo_2",7.81130907982703e-06,6.41643245842935e-06,1.30188484663784e-06,"DEN"
"no_profunda_modelo_4 - profunda_modelo_2",1,1,0.370017769948887,"DEN"
"profunda_modelo_1 - profunda_modelo_2",0.231708638228164,0.107579010605933,0.0144817898892602,"DEN"
"no_profunda_modelo_1 - profunda_modelo_3",4.021179870479e-07,3.73395273687336e-07,1.34039329015967e-07,"DEN"
"no_profunda_modelo_2 - profunda_modelo_3",1,0.583758805396853,0.0908069252839549,"DEN"
"no_profunda_modelo_3 - profunda_modelo_3",0.329712209053607,0.129529796413917,0.0183173449474226,"DEN"
"no_profunda_modelo_4 - profunda_modelo_3",1,0.739630295476282,0.134478235541142,"DEN"
"profunda_modelo_1 - profunda_modelo_3",4.05673706711793e-06,3.47720320038679e-06,8.11347413423585e-07,"DEN"
"profunda_modelo_2 - profunda_modelo_3",0.247418742686315,0.106036604008421,0.0145540436874303,"DEN"
"no_profunda_modelo_1 - profunda_modelo_4",1.33546701269285e-06,1.1923812613329e-06,3.33866753173213e-07,"DEN"
"no_profunda_modelo_2 - profunda_modelo_4",1,0.813245874911584,0.135540979151931,"DEN"
"no_profunda_modelo_3 - profunda_modelo_4",0.178343613516877,0.0891718067584383,0.0118895742344584,"DEN"
"no_profunda_modelo_4 - profunda_modelo_4",1,0.953584415350761,0.19348089586827,"DEN"
"profunda_modelo_1 - profunda_modelo_4",1.23954701476094e-05,9.7392979731217e-06,1.77078144965849e-06,"DEN"
"profunda_modelo_2 - profunda_modelo_4",0.447906310517844,0.159966539470659,0.0235740163430444,"DEN"
"profunda_modelo_3 - profunda_modelo_4",1,0.834191918665956,0.834191918665956,"DEN"
