"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",1,1,0.581076420255708,"WAS"
"no_profunda_modelo_1 - no_profunda_modelo_3",1.82685370255357e-06,1.37014027691517e-06,2.28356712819196e-07,"WAS"
"no_profunda_modelo_2 - no_profunda_modelo_3",8.88514968053995e-05,5.39455516318497e-05,7.40429140044995e-06,"WAS"
"no_profunda_modelo_1 - no_profunda_modelo_4",8.74352320505947e-10,8.74352320505947e-10,8.74352320505947e-10,"WAS"
"no_profunda_modelo_2 - no_profunda_modelo_4",1.04187050021135e-07,9.30241518045844e-08,2.60467625052836e-08,"WAS"
"no_profunda_modelo_3 - no_profunda_modelo_4",1,1,0.302589959239947,"WAS"
"no_profunda_modelo_1 - profunda_modelo_1",1,1,0.768005432355658,"WAS"
"no_profunda_modelo_2 - profunda_modelo_1",1,1,0.731542148613627,"WAS"
"no_profunda_modelo_3 - profunda_modelo_1",1.09814783890967e-05,7.05952182156218e-06,9.98316217190612e-07,"WAS"
"no_profunda_modelo_4 - profunda_modelo_1",7.83440982855243e-09,7.5546094775327e-09,3.91720491427622e-09,"WAS"
"no_profunda_modelo_1 - profunda_modelo_2",0.591692397821215,0.253582456209092,0.0348054351659538,"WAS"
"no_profunda_modelo_2 - profunda_modelo_2",1,1,0.174632884038012,"WAS"
"no_profunda_modelo_3 - profunda_modelo_2",0.0545202348722702,0.0253129661906969,0.00340751467951689,"WAS"
"no_profunda_modelo_4 - profunda_modelo_2",0.000408042910259778,0.000233167377291301,3.1387916173829e-05,"WAS"
"profunda_modelo_1 - profunda_modelo_2",1,0.53153626261669,0.0751667442084207,"WAS"
"no_profunda_modelo_1 - profunda_modelo_3",3.83243934591726e-08,3.55869367835174e-08,1.27747978197242e-08,"WAS"
"no_profunda_modelo_2 - profunda_modelo_3",2.99311236742142e-06,2.13793740530101e-06,3.32568040824602e-07,"WAS"
"no_profunda_modelo_3 - profunda_modelo_3",1,1,0.623624871457623,"WAS"
"no_profunda_modelo_4 - profunda_modelo_3",1,1,0.654346965029861,"WAS"
"profunda_modelo_1 - profunda_modelo_3",2.84498738100102e-07,2.33695392010798e-07,4.74164563500171e-08,"WAS"
"profunda_modelo_2 - profunda_modelo_3",0.0048828168549684,0.00261579474373307,0.000348772632497743,"WAS"
"no_profunda_modelo_1 - profunda_modelo_4",1.59143565526853e-07,1.36408770451588e-07,3.18287131053706e-08,"WAS"
"no_profunda_modelo_2 - profunda_modelo_4",1.04969417773983e-05,7.12292477752028e-06,1.04969417773983e-06,"WAS"
"no_profunda_modelo_3 - profunda_modelo_4",1,1,0.753779178540412,"WAS"
"no_profunda_modelo_4 - profunda_modelo_4",1,1,0.553537914842154,"WAS"
"profunda_modelo_1 - profunda_modelo_4",1.09573838392515e-06,8.60937301655475e-07,1.5653405484645e-07,"WAS"
"profunda_modelo_2 - profunda_modelo_4",0.0120747588461341,0.00603737942306705,0.000804983923075607,"WAS"
"profunda_modelo_3 - profunda_modelo_4",1,0.815523184970103,0.815523184970103,"WAS"
