"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",2.19509842022321e-05,2.03830567592155e-05,7.31699473407737e-06,"NYJ"
"no_profunda_modelo_1 - no_profunda_modelo_3",4.55402612914801e-07,4.55402612914801e-07,4.55402612914801e-07,"NYJ"
"no_profunda_modelo_2 - no_profunda_modelo_3",1,1,0.536178733589314,"NYJ"
"no_profunda_modelo_1 - no_profunda_modelo_4",1,1,0.298121703255326,"NYJ"
"no_profunda_modelo_2 - no_profunda_modelo_4",0.00552801128984355,0.00434343744201993,0.000789715898549079,"NYJ"
"no_profunda_modelo_3 - no_profunda_modelo_4",0.000263084385121245,0.000234896772429683,6.57710962803113e-05,"NYJ"
"no_profunda_modelo_1 - profunda_modelo_1",0.0603877241350115,0.0452907931012586,0.00754846551687644,"NYJ"
"no_profunda_modelo_2 - profunda_modelo_1",1,0.796479834923374,0.107218439316608,"NYJ"
"no_profunda_modelo_3 - profunda_modelo_1",0.27671799059811,0.168007351434567,0.0230598325498425,"NYJ"
"no_profunda_modelo_4 - profunda_modelo_1",1,0.770509442521343,0.105756197993125,"NYJ"
"no_profunda_modelo_1 - profunda_modelo_2",0.118835757432212,0.0806385496861435,0.0118835757432211,"NYJ"
"no_profunda_modelo_2 - profunda_modelo_2",1,0.563026793896537,0.0750702391862049,"NYJ"
"no_profunda_modelo_3 - profunda_modelo_2",0.148386503594591,0.0953913237393798,0.0134896821449628,"NYJ"
"no_profunda_modelo_4 - profunda_modelo_2",1,1,0.156348214322971,"NYJ"
"profunda_modelo_1 - profunda_modelo_2",1,1,0.865890684872501,"NYJ"
"no_profunda_modelo_1 - profunda_modelo_3",1.26838435365548e-05,1.2230849124535e-05,6.34192176827742e-06,"NYJ"
"no_profunda_modelo_2 - profunda_modelo_3",1,0.915658101132709,0.915658101132709,"NYJ"
"no_profunda_modelo_3 - profunda_modelo_3",1,1,0.588948714025716,"NYJ"
"no_profunda_modelo_4 - profunda_modelo_3",0.00361451975627939,0.00296906979980093,0.000602419959379899,"NYJ"
"profunda_modelo_1 - profunda_modelo_3",1,0.671850078877743,0.0895800105170324,"NYJ"
"profunda_modelo_2 - profunda_modelo_3",0.80724669956831,0.461283828324748,0.062095899966793,"NYJ"
"no_profunda_modelo_1 - profunda_modelo_4",0.001233423042095,0.00105721975036714,0.000246684608419,"NYJ"
"no_profunda_modelo_2 - profunda_modelo_4",1,1,0.458505631829109,"NYJ"
"no_profunda_modelo_3 - profunda_modelo_4",1,1,0.174136665727639,"NYJ"
"no_profunda_modelo_4 - profunda_modelo_4",0.115623513725699,0.0825882240897851,0.0128470570806332,"NYJ"
"profunda_modelo_1 - profunda_modelo_4",1,1,0.39323922601862,"NYJ"
"profunda_modelo_2 - profunda_modelo_4",1,1,0.308428475944801,"NYJ"
"profunda_modelo_3 - profunda_modelo_4",1,1,0.410275817544856,"NYJ"
