"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",1,1,0.867268355474503,"PHI"
"no_profunda_modelo_1 - no_profunda_modelo_3",4.86230062202135e-05,4.34133984109049e-05,9.72460124404269e-06,"PHI"
"no_profunda_modelo_2 - no_profunda_modelo_3",0.000133178822889881,0.000109396890230973,2.21964704816468e-05,"PHI"
"no_profunda_modelo_1 - no_profunda_modelo_4",0.000589935960333717,0.000442451970250288,6.55484400370797e-05,"PHI"
"no_profunda_modelo_2 - no_profunda_modelo_4",0.00145499279563708,0.000987316539896587,0.000145499279563708,"PHI"
"no_profunda_modelo_3 - no_profunda_modelo_4",1,1,0.696562267078058,"PHI"
"no_profunda_modelo_1 - profunda_modelo_1",1,1,1,"PHI"
"no_profunda_modelo_2 - profunda_modelo_1",1,1,0.900624830685061,"PHI"
"no_profunda_modelo_3 - profunda_modelo_1",4.86230062202135e-05,4.16768624744687e-05,1.21557515550534e-05,"PHI"
"no_profunda_modelo_4 - profunda_modelo_1",0.000589935960333717,0.000421382828809798,7.37419950417146e-05,"PHI"
"no_profunda_modelo_1 - profunda_modelo_2",1,1,0.512480669434275,"PHI"
"no_profunda_modelo_2 - profunda_modelo_2",1,1,0.643438269211521,"PHI"
"no_profunda_modelo_3 - profunda_modelo_2",0.00223423847309327,0.00143629616127424,0.000203112588463025,"PHI"
"no_profunda_modelo_4 - profunda_modelo_2",0.0177690466177477,0.010788349732204,0.00148075388481231,"PHI"
"profunda_modelo_1 - profunda_modelo_2",1,1,0.536884510835907,"PHI"
"no_profunda_modelo_1 - profunda_modelo_3",0.18051068351547,0.10314896200884,0.012893620251105,"PHI"
"no_profunda_modelo_2 - profunda_modelo_3",0.330925393307816,0.1536439326072,0.0206828370817385,"PHI"
"no_profunda_modelo_3 - profunda_modelo_3",1,0.475374498048363,0.0652474801242851,"PHI"
"no_profunda_modelo_4 - profunda_modelo_3",1,1,0.186036234746637,"PHI"
"profunda_modelo_1 - profunda_modelo_3",0.18051068351547,0.0967021518832875,0.0138854371934977,"PHI"
"profunda_modelo_2 - profunda_modelo_3",1,0.650362053159359,0.0919703913558689,"PHI"
"no_profunda_modelo_1 - profunda_modelo_4",3.26957527389621e-06,3.26957527389621e-06,1.6347876369481e-06,"PHI"
"no_profunda_modelo_2 - profunda_modelo_4",9.92870591455755e-06,9.21951263494629e-06,3.30956863818585e-06,"PHI"
"no_profunda_modelo_3 - profunda_modelo_4",1,1,0.678096343147536,"PHI"
"no_profunda_modelo_4 - profunda_modelo_4",1,1,0.414282352379044,"PHI"
"profunda_modelo_1 - profunda_modelo_4",3.26957527389621e-06,3.15280472839992e-06,3.26957527389621e-06,"PHI"
"profunda_modelo_2 - profunda_modelo_4",0.000227773360125813,0.000178964782955996,3.25390514465447e-05,"PHI"
"profunda_modelo_3 - profunda_modelo_4",0.28121257922642,0.14060628961321,0.0187475052817613,"PHI"
