"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",1,1,0.962973689574159,"IND"
"no_profunda_modelo_1 - no_profunda_modelo_3",2.16803440335828e-07,2.0131748031184e-07,7.22678134452759e-08,"IND"
"no_profunda_modelo_2 - no_profunda_modelo_3",6.09503439752915e-07,4.78895559805862e-07,8.70719199647022e-08,"IND"
"no_profunda_modelo_1 - no_profunda_modelo_4",0.00144144713281376,0.000772203821150228,0.000102960509486697,"IND"
"no_profunda_modelo_2 - no_profunda_modelo_4",0.00302035883333355,0.00140230945833343,0.000188772427083347,"IND"
"no_profunda_modelo_3 - no_profunda_modelo_4",1,1,0.139175106909661,"IND"
"no_profunda_modelo_1 - profunda_modelo_1",1,0.982214007686462,0.982214007686462,"IND"
"no_profunda_modelo_2 - profunda_modelo_1",1,1,0.944831087334891,"IND"
"no_profunda_modelo_3 - profunda_modelo_1",2.47429974718777e-07,2.20919620284622e-07,6.18574936796942e-08,"IND"
"no_profunda_modelo_4 - profunda_modelo_1",0.00158510524442094,0.000792552622210469,0.000105673682961396,"IND"
"no_profunda_modelo_1 - profunda_modelo_2",1,1,0.759425669158841,"IND"
"no_profunda_modelo_2 - profunda_modelo_2",1,1,0.672958318423902,"IND"
"no_profunda_modelo_3 - profunda_modelo_2",1.04785575654843e-08,1.04785575654843e-08,1.04785575654843e-08,"IND"
"no_profunda_modelo_4 - profunda_modelo_2",0.000158069177218956,0.000107261227398577,1.58069177218956e-05,"IND"
"profunda_modelo_1 - profunda_modelo_2",1,1,0.773982829729051,"IND"
"no_profunda_modelo_1 - profunda_modelo_3",0.000371289464648239,0.000238686084416725,3.37535876952944e-05,"IND"
"no_profunda_modelo_2 - profunda_modelo_3",0.00081934323919004,0.000468196136680023,6.30264030146185e-05,"IND"
"no_profunda_modelo_3 - profunda_modelo_3",1,1,0.230091669957215,"IND"
"no_profunda_modelo_4 - profunda_modelo_3",1,1,0.885351593731139,"IND"
"profunda_modelo_1 - profunda_modelo_3",0.000410974432178183,0.000249520190965325,3.42478693481819e-05,"IND"
"profunda_modelo_2 - profunda_modelo_3",3.5234685210016e-05,2.51676322928686e-05,3.91496502333511e-06,"IND"
"no_profunda_modelo_1 - profunda_modelo_4",2.79407141736861e-07,2.39491835774452e-07,5.58814283473721e-08,"IND"
"no_profunda_modelo_2 - profunda_modelo_4",7.79733078397405e-07,5.84799808798053e-07,9.74666347996756e-08,"IND"
"no_profunda_modelo_3 - profunda_modelo_4",1,1,1,"IND"
"no_profunda_modelo_4 - profunda_modelo_4",1,1,0.143909917198967,"IND"
"profunda_modelo_1 - profunda_modelo_4",3.18580589875735e-07,2.61691198826496e-07,5.30967649792891e-08,"IND"
"profunda_modelo_2 - profunda_modelo_4",1.37843114949624e-08,1.32920146558566e-08,6.89215574748122e-09,"IND"
"profunda_modelo_3 - profunda_modelo_4",1,1,0.236643419529368,"IND"
