"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",0.132010323917531,0.0660051619587654,0.00880068826116872,"CAR"
"no_profunda_modelo_1 - no_profunda_modelo_3",2.48837195428572e-06,1.95514939265306e-06,3.55481707755102e-07,"CAR"
"no_profunda_modelo_2 - no_profunda_modelo_3",0.326531967156422,0.116618559698722,0.0171858930082327,"CAR"
"no_profunda_modelo_1 - no_profunda_modelo_4",4.89632338104899e-13,4.72145468886867e-13,2.44816169052449e-13,"CAR"
"no_profunda_modelo_2 - no_profunda_modelo_4",3.59970873507559e-05,2.44265949880129e-05,3.59970873507559e-06,"CAR"
"no_profunda_modelo_3 - no_profunda_modelo_4",0.569921744552064,0.183189132177449,0.0284960872276032,"CAR"
"no_profunda_modelo_1 - profunda_modelo_1",1,0.828839790279091,0.828839790279091,"CAR"
"no_profunda_modelo_2 - profunda_modelo_1",0.0657815655224436,0.0375894660128249,0.00506012042480336,"CAR"
"no_profunda_modelo_3 - profunda_modelo_1",7.36919407732095e-07,6.3164520662751e-07,1.47383881546419e-07,"CAR"
"no_profunda_modelo_4 - profunda_modelo_1",8.87316836937476e-14,8.87316836937476e-14,8.87316836937476e-14,"CAR"
"no_profunda_modelo_1 - profunda_modelo_2",0.575143291123363,0.164326654606675,0.0273877757677792,"CAR"
"no_profunda_modelo_2 - profunda_modelo_2",1,1,0.657287649795975,"CAR"
"no_profunda_modelo_3 - profunda_modelo_2",0.0680669733945935,0.0364644500328179,0.00486192667104239,"CAR"
"no_profunda_modelo_4 - profunda_modelo_2",2.44163361208727e-06,2.00562760992883e-06,4.06938935347879e-07,"CAR"
"profunda_modelo_1 - profunda_modelo_2",0.317098231230462,0.135899241955912,0.0186528371312036,"CAR"
"no_profunda_modelo_1 - profunda_modelo_3",3.59970873507558e-05,2.57122052505398e-05,3.9996763723062e-06,"CAR"
"no_profunda_modelo_2 - profunda_modelo_3",1,0.262764823248673,0.0533146018185714,"CAR"
"no_profunda_modelo_3 - profunda_modelo_3",1,1,0.635439513778524,"CAR"
"no_profunda_modelo_4 - profunda_modelo_3",0.132010323917531,0.0612905075331394,0.00825064524484569,"CAR"
"profunda_modelo_1 - profunda_modelo_3",1.18532783016227e-05,8.88995872621703e-06,1.48165978770284e-06,"CAR"
"profunda_modelo_2 - profunda_modelo_3",0.323360083210374,0.127034318404075,0.017964449067243,"CAR"
"no_profunda_modelo_1 - profunda_modelo_4",4.76197024623699e-11,4.25175914842589e-11,1.19049256155925e-11,"CAR"
"no_profunda_modelo_2 - profunda_modelo_4",0.000651017356347398,0.000395260537782349,5.42514463622832e-05,"CAR"
"no_profunda_modelo_3 - profunda_modelo_4",1,0.437320478039631,0.102041444875914,"CAR"
"no_profunda_modelo_4 - profunda_modelo_4",1,1,0.606275500457961,"CAR"
"profunda_modelo_1 - profunda_modelo_4",9.82681772552992e-12,9.12490217370635e-12,3.27560590850997e-12,"CAR"
"profunda_modelo_2 - profunda_modelo_4",5.96247413202516e-05,3.83301908487331e-05,5.42043102911378e-06,"CAR"
"profunda_modelo_3 - profunda_modelo_4",0.749113209225959,0.18727830230649,0.0340506004193618,"CAR"
