"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",1,1,0.763315968440886,"TB"
"no_profunda_modelo_1 - no_profunda_modelo_3",0.00121255919981884,0.000649585285617235,8.66113714156313e-05,"TB"
"no_profunda_modelo_2 - no_profunda_modelo_3",0.00759661312281858,0.00352699894988005,0.000474788320176161,"TB"
"no_profunda_modelo_1 - no_profunda_modelo_4",2.7459148902972e-07,2.25557294560127e-07,4.57652481716199e-08,"TB"
"no_profunda_modelo_2 - no_profunda_modelo_4",3.49674951053719e-06,2.62256213290289e-06,4.37093688817148e-07,"TB"
"no_profunda_modelo_3 - no_profunda_modelo_4",1,1,0.1555279101451,"TB"
"no_profunda_modelo_1 - profunda_modelo_1",1,1,0.923379481609999,"TB"
"no_profunda_modelo_2 - profunda_modelo_1",1,1,0.847313344661232,"TB"
"no_profunda_modelo_3 - profunda_modelo_1",0.00217637516969135,0.00108818758484568,0.000145091677979423,"TB"
"no_profunda_modelo_4 - profunda_modelo_1",6.13340492689634e-07,4.81910387113284e-07,8.76200703842335e-08,"TB"
"no_profunda_modelo_1 - profunda_modelo_2",1,0.954671971780852,0.954671971780852,"TB"
"no_profunda_modelo_2 - profunda_modelo_2",1,1,0.747216657937827,"TB"
"no_profunda_modelo_3 - profunda_modelo_2",0.00094759419981135,0.0005414823998922,7.289186152395e-05,"TB"
"no_profunda_modelo_4 - profunda_modelo_2",1.96055502776211e-07,1.68047573808181e-07,3.92111005552421e-08,"TB"
"profunda_modelo_1 - profunda_modelo_2",1,1,0.910729344787714,"TB"
"no_profunda_modelo_1 - profunda_modelo_3",3.13478812447908e-05,2.12717765589652e-05,3.13478812447908e-06,"TB"
"no_profunda_modelo_2 - profunda_modelo_3",0.000274413408213346,0.00016660814070096,2.28677840177788e-05,"TB"
"no_profunda_modelo_3 - profunda_modelo_3",1,1,0.58030939177182,"TB"
"no_profunda_modelo_4 - profunda_modelo_3",1,1,0.542107975870026,"TB"
"profunda_modelo_1 - profunda_modelo_3",6.23811067103144e-05,4.01021400280593e-05,5.67100970093768e-06,"TB"
"profunda_modelo_2 - profunda_modelo_3",2.34755147890864e-05,1.67682248493475e-05,2.60839053212072e-06,"TB"
"no_profunda_modelo_1 - profunda_modelo_4",3.04979362524762e-09,2.94087242434592e-09,1.52489681262381e-09,"TB"
"no_profunda_modelo_2 - profunda_modelo_4",5.31836043753494e-08,4.74853610494191e-08,1.32959010938373e-08,"TB"
"no_profunda_modelo_3 - profunda_modelo_4",0.504945717841959,0.216405307646554,0.0297026892848211,"TB"
"no_profunda_modelo_4 - profunda_modelo_4",1,1,0.60013516697522,"TB"
"profunda_modelo_1 - profunda_modelo_4",7.5048661867217e-09,6.96880431624158e-09,2.50162206224057e-09,"TB"
"profunda_modelo_2 - profunda_modelo_4",2.09219309071761e-09,2.09219309071761e-09,2.09219309071761e-09,"TB"
"profunda_modelo_3 - profunda_modelo_4",1,1,0.166592571937848,"TB"
