"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",0.149904773502678,0.0749523867513389,0.00999365156684519,"CHI"
"no_profunda_modelo_1 - no_profunda_modelo_3",0.0215997660934022,0.0131141436995656,0.00179998050778352,"CHI"
"no_profunda_modelo_2 - no_profunda_modelo_3",2.19992909207768e-08,2.04279129978642e-08,7.33309697359228e-09,"CHI"
"no_profunda_modelo_1 - no_profunda_modelo_4",0.000246176347877392,0.000202216285756429,4.10293913128986e-05,"CHI"
"no_profunda_modelo_2 - no_profunda_modelo_4",1.35365691464731e-11,1.35365691464731e-11,1.35365691464731e-11,"CHI"
"no_profunda_modelo_3 - no_profunda_modelo_4",1,1,0.33991631867874,"CHI"
"no_profunda_modelo_1 - profunda_modelo_1",1,1,0.645265895460847,"CHI"
"no_profunda_modelo_2 - profunda_modelo_1",0.728593697344284,0.312254441718979,0.0428584527849579,"CHI"
"no_profunda_modelo_3 - profunda_modelo_1",0.00245992764796194,0.00175709117711567,0.000273325294217993,"CHI"
"no_profunda_modelo_4 - profunda_modelo_1",1.57246501080678e-05,1.3478271521201e-05,3.14493002161356e-06,"CHI"
"no_profunda_modelo_1 - profunda_modelo_2",1,1,0.298728087475799,"CHI"
"no_profunda_modelo_2 - profunda_modelo_2",0.00176774714146585,0.00132581035609938,0.000220968392683231,"CHI"
"no_profunda_modelo_3 - profunda_modelo_2",0.890186533736989,0.349716138253817,0.0494548074298327,"CHI"
"no_profunda_modelo_4 - profunda_modelo_2",0.0347715772953078,0.0186276306939149,0.00248368409252199,"CHI"
"profunda_modelo_1 - profunda_modelo_2",1,0.683251006105083,0.106283489838569,"CHI"
"no_profunda_modelo_1 - profunda_modelo_3",0.0147113819097006,0.00945731694195036,0.00133739835542732,"CHI"
"no_profunda_modelo_2 - profunda_modelo_3",1.13174686614412e-08,1.0913273352104e-08,5.6587343307206e-09,"CHI"
"no_profunda_modelo_3 - profunda_modelo_3",1,1,0.950639232431793,"CHI"
"no_profunda_modelo_4 - profunda_modelo_3",1,1,0.383057412530627,"CHI"
"profunda_modelo_1 - profunda_modelo_3",0.00158514538879764,0.00124547137691243,0.000226449341256805,"CHI"
"profunda_modelo_2 - profunda_modelo_3",0.681699553726696,0.316503364230252,0.0426062221079185,"CHI"
"no_profunda_modelo_1 - profunda_modelo_4",0.0261518132062074,0.01494389326069,0.00201167793893903,"CHI"
"no_profunda_modelo_2 - profunda_modelo_4",3.07131866416769e-08,2.74224880729258e-08,7.67829666041922e-09,"CHI"
"no_profunda_modelo_3 - profunda_modelo_4",1,0.957603768790546,0.957603768790546,"CHI"
"no_profunda_modelo_4 - profunda_modelo_4",1,1,0.326167447581807,"CHI"
"profunda_modelo_1 - profunda_modelo_4",0.00306322657220799,0.00207861803114114,0.000306322657220799,"CHI"
"profunda_modelo_2 - profunda_modelo_4",1,0.362732956421857,0.0534553830516421,"CHI"
"profunda_modelo_3 - profunda_modelo_4",1,1,0.941919917421696,"CHI"
