"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",1,1,0.901423849393947,"LA"
"no_profunda_modelo_1 - no_profunda_modelo_3",4.95033733933331e-08,4.59674181509522e-08,1.65011244644444e-08,"LA"
"no_profunda_modelo_2 - no_profunda_modelo_3",1.76729399761934e-08,1.70417635484722e-08,8.83646998809668e-09,"LA"
"no_profunda_modelo_1 - no_profunda_modelo_4",2.93597548638196e-06,2.09712534741568e-06,3.26219498486884e-07,"LA"
"no_profunda_modelo_2 - no_profunda_modelo_4",1.17262877527816e-06,9.213511805757e-07,1.67518396468309e-07,"LA"
"no_profunda_modelo_3 - no_profunda_modelo_4",1,1,0.58935326496191,"LA"
"no_profunda_modelo_1 - profunda_modelo_1",1,1,0.829532093289963,"LA"
"no_profunda_modelo_2 - profunda_modelo_1",1,1,0.934640440104244,"LA"
"no_profunda_modelo_3 - profunda_modelo_1",6.07629977868399e-09,6.07629977868399e-09,6.07629977868399e-09,"LA"
"no_profunda_modelo_4 - profunda_modelo_1",4.51643153279553e-07,3.87122702811045e-07,9.03286306559105e-08,"LA"
"no_profunda_modelo_1 - profunda_modelo_2",1,0.841470904649415,0.130895474056576,"LA"
"no_profunda_modelo_2 - profunda_modelo_2",1,0.654941277515049,0.0965176619495862,"LA"
"no_profunda_modelo_3 - profunda_modelo_2",0.000397915541358818,0.000255802848016383,3.61741401235289e-05,"LA"
"no_profunda_modelo_4 - profunda_modelo_2",0.00760821713108493,0.00380410856554246,0.000507214475405662,"LA"
"profunda_modelo_1 - profunda_modelo_2",1,0.535436875012942,0.07349133578609,"LA"
"no_profunda_modelo_1 - profunda_modelo_3",2.25256523740032e-06,1.68942392805024e-06,2.8157065467504e-07,"LA"
"no_profunda_modelo_2 - profunda_modelo_3",8.92791529812743e-07,7.33364470917611e-07,1.48798588302124e-07,"LA"
"no_profunda_modelo_3 - profunda_modelo_3",1,1,0.600371090590766,"LA"
"no_profunda_modelo_4 - profunda_modelo_3",1,0.961701128712908,0.961701128712908,"LA"
"profunda_modelo_1 - profunda_modelo_3",3.41200632309041e-07,3.04643421704501e-07,8.53001580772603e-08,"LA"
"profunda_modelo_2 - profunda_modelo_3",0.00630668097941959,0.00337857909611764,0.000450477212815685,"LA"
"no_profunda_modelo_1 - profunda_modelo_4",0.00158360039674557,0.000904914512426041,0.000121815415134275,"LA"
"no_profunda_modelo_2 - profunda_modelo_4",0.000776371508154919,0.000471368415665486,6.46976256795766e-05,"LA"
"no_profunda_modelo_3 - profunda_modelo_4",1,0.511202627349547,0.0722912806352895,"LA"
"no_profunda_modelo_4 - profunda_modelo_4",1,1,0.250188141578627,"LA"
"profunda_modelo_1 - profunda_modelo_4",0.000367986530996278,0.000249705146033189,3.67986530996278e-05,"LA"
"profunda_modelo_2 - profunda_modelo_4",0.526362989774034,0.244382816680801,0.0328976868608771,"LA"
"profunda_modelo_3 - profunda_modelo_4",1,1,0.240593344548638,"LA"
