"Comparison","bonferroni","holm","bh","equipo"
"no_profunda_modelo_1 - no_profunda_modelo_2",0.00262175158348809,0.00187267970249149,0.000291305731498676,"DAL"
"no_profunda_modelo_1 - no_profunda_modelo_3",0.720777897870565,0.283162745592008,0.0400432165483647,"DAL"
"no_profunda_modelo_2 - no_profunda_modelo_3",1,0.842865922981737,0.13111247690827,"DAL"
"no_profunda_modelo_1 - no_profunda_modelo_4",1.22984616076119e-06,1.14200000642111e-06,4.09948720253731e-07,"DAL"
"no_profunda_modelo_2 - no_profunda_modelo_4",1,0.935454001811672,0.155909000301945,"DAL"
"no_profunda_modelo_3 - no_profunda_modelo_4",0.0329758446494763,0.0223764660121446,0.00329758446494763,"DAL"
"no_profunda_modelo_1 - profunda_modelo_1",1,0.983487515986252,0.983487515986252,"DAL"
"no_profunda_modelo_2 - profunda_modelo_1",0.00240614279990044,0.00180460709992533,0.000300767849987556,"DAL"
"no_profunda_modelo_3 - profunda_modelo_1",0.683189236442031,0.292795387046585,0.0401876021436489,"DAL"
"no_profunda_modelo_4 - profunda_modelo_1",1.09397488321687e-06,1.05490435167341e-06,5.46987441608436e-07,"DAL"
"no_profunda_modelo_1 - profunda_modelo_2",1,1,0.991110488090205,"DAL"
"no_profunda_modelo_2 - profunda_modelo_2",0.00172508791928614,0.00135542622229626,0.000246441131326592,"DAL"
"no_profunda_modelo_3 - profunda_modelo_2",0.554401268093001,0.257400588757465,0.0346500792558125,"DAL"
"no_profunda_modelo_4 - profunda_modelo_2",6.95715873907473e-07,6.95715873907473e-07,6.95715873907473e-07,"DAL"
"profunda_modelo_1 - profunda_modelo_2",1,1,0.97145893409494,"DAL"
"no_profunda_modelo_1 - profunda_modelo_3",2.98138339054192e-05,2.44899349937372e-05,4.96897231756986e-06,"DAL"
"no_profunda_modelo_2 - profunda_modelo_3",1,1,0.402564034470442,"DAL"
"no_profunda_modelo_3 - profunda_modelo_3",0.225916997243834,0.121026962809197,0.0161369283745596,"DAL"
"no_profunda_modelo_4 - profunda_modelo_3",1,1,0.618039827799301,"DAL"
"profunda_modelo_1 - profunda_modelo_3",2.6838484584791e-05,2.30044153583923e-05,5.36769691695819e-06,"DAL"
"profunda_modelo_2 - profunda_modelo_3",1.7867471619137e-05,1.59530996599438e-05,4.46686790478426e-06,"DAL"
"no_profunda_modelo_1 - profunda_modelo_4",0.0980167938846563,0.0560095965055179,0.00753975337574279,"DAL"
"no_profunda_modelo_2 - profunda_modelo_4",1,1,0.412191012587067,"DAL"
"no_profunda_modelo_3 - profunda_modelo_4",1,1,0.571971304680903,"DAL"
"no_profunda_modelo_4 - profunda_modelo_4",0.297897819010425,0.148948909505212,0.019859854600695,"DAL"
"profunda_modelo_1 - profunda_modelo_4",0.0917005057414964,0.0556753070573371,0.00764170881179137,"DAL"
"profunda_modelo_2 - profunda_modelo_4",0.0707747825051821,0.045498074467617,0.00643407113683473,"DAL"
"profunda_modelo_3 - profunda_modelo_4",1,0.500779276647056,0.0737990512953556,"DAL"
