"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1,1,0.785608722798699,"ARI"
"modelo_1_bayesiana - modelo_1_grid",0.0157885724792085,0.00932961101044138,0.00056387758854316,"ARI"
"modelo_1_defecto - modelo_1_grid",0.069688258716604,0.0337882466504747,0.00193578496435011,"ARI"
"modelo_1_bayesiana - modelo_2_bayesiana",6.56638134018861e-07,4.87504069195821e-07,3.64798963343811e-08,"ARI"
"modelo_1_defecto - modelo_2_bayesiana",6.36668626952429e-06,4.43738739997148e-06,2.89394830432922e-07,"ARI"
"modelo_1_grid - modelo_2_bayesiana",1,0.791681621564928,0.0555861564077502,"ARI"
"modelo_1_bayesiana - modelo_2_defecto",1,0.541837849344868,0.0338648655840542,"ARI"
"modelo_1_defecto - modelo_2_defecto",0.487564098646422,0.221620044839283,0.0121891024661605,"ARI"
"modelo_1_grid - modelo_2_defecto",1.72640151072232e-07,1.38635272830732e-07,1.15093434048154e-08,"ARI"
"modelo_2_bayesiana - modelo_2_defecto",7.441363151601e-14,7.21586729852218e-14,1.86034078790025e-14,"ARI"
"modelo_1_bayesiana - modelo_2_grid",0.015083762504752,0.00914167424530424,0.00055865787054637,"ARI"
"modelo_1_defecto - modelo_2_grid",0.0668691035314273,0.0344477200010383,0.00196673833915963,"ARI"
"modelo_1_grid - modelo_2_grid",1,1,1,"ARI"
"modelo_2_bayesiana - modelo_2_grid",1,0.773594028730812,0.055983778394993,"ARI"
"modelo_2_defecto - modelo_2_grid",1.60763799954175e-07,1.33969833295146e-07,1.23664461503212e-08,"ARI"
"modelo_1_bayesiana - modelo_3_bayesiana",5.55309151295164e-08,4.71171401098927e-08,5.04826501177422e-09,"ARI"
"modelo_1_defecto - modelo_3_bayesiana",6.30113953573671e-07,4.86906236852382e-07,3.70655266808042e-08,"ARI"
"modelo_1_grid - modelo_3_bayesiana",0.908368500929294,0.357842136729722,0.0221553292909584,"ARI"
"modelo_2_bayesiana - modelo_3_bayesiana",1,1,0.80760430744055,"ARI"
"modelo_2_defecto - modelo_3_bayesiana",2.53961774182069e-15,2.53961774182069e-15,1.26980887091034e-15,"ARI"
"modelo_2_grid - modelo_3_bayesiana",0.938307207669415,0.355419396844475,0.0223406478016527,"ARI"
"modelo_1_bayesiana - modelo_3_defecto",1,0.519261272288831,0.0346524205976369,"ARI"
"modelo_1_defecto - modelo_3_defecto",0.487564098646422,0.214232710011307,0.0125016435550365,"ARI"
"modelo_1_grid - modelo_3_defecto",1.72640151072232e-07,1.36019512966001e-07,1.23314393623023e-08,"ARI"
"modelo_2_bayesiana - modelo_3_defecto",7.441363151601e-14,7.10311937198277e-14,2.480454383867e-14,"ARI"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"ARI"
"modelo_2_grid - modelo_3_defecto",1.60763799954175e-07,1.31534018144325e-07,1.33969833295146e-08,"ARI"
"modelo_3_bayesiana - modelo_3_defecto",2.53961774182069e-15,2.50113868512643e-15,2.53961774182069e-15,"ARI"
"modelo_1_bayesiana - modelo_3_grid",0.00687000763833061,0.00426773201775083,0.000264231063012716,"ARI"
"modelo_1_defecto - modelo_3_grid",0.0327836943301161,0.0178820150891543,0.00102449044781613,"ARI"
"modelo_1_grid - modelo_3_grid",1,1,0.904264495468959,"ARI"
"modelo_2_bayesiana - modelo_3_grid",1,1,0.0830908823569597,"ARI"
"modelo_2_defecto - modelo_3_grid",4.75958822053381e-08,4.18266843622668e-08,4.75958822053381e-09,"ARI"
"modelo_2_grid - modelo_3_grid",1,1,0.899373420728978,"ARI"
"modelo_3_bayesiana - modelo_3_grid",1,0.529463337599061,0.0352975558399374,"ARI"
"modelo_3_defecto - modelo_3_grid",4.75958822053381e-08,4.11055346318829e-08,5.28843135614867e-09,"ARI"
"modelo_1_bayesiana - modelo_4_bayesiana",1,1,0.145632857928942,"ARI"
"modelo_1_defecto - modelo_4_bayesiana",1,0.887270935333855,0.065066535257816,"ARI"
"modelo_1_grid - modelo_4_bayesiana",1.05266637944184e-05,6.85828095696958e-06,4.38610991434101e-07,"ARI"
"modelo_2_bayesiana - modelo_4_bayesiana",1.90902842948222e-11,1.76440506361236e-11,3.18171404913704e-12,"ARI"
"modelo_2_defecto - modelo_4_bayesiana",1,1,0.571156290521856,"ARI"
"modelo_2_grid - modelo_4_bayesiana",9.8820088275038e-06,6.58800588500253e-06,4.29652557717557e-07,"ARI"
"modelo_3_bayesiana - modelo_4_bayesiana",8.66048768916016e-13,8.13560964739287e-13,1.73209753783203e-13,"ARI"
"modelo_3_defecto - modelo_4_bayesiana",1,1,0.581733258864854,"ARI"
"modelo_3_grid - modelo_4_bayesiana",3.35128793060811e-06,2.38652322331184e-06,1.67564396530406e-07,"ARI"
"modelo_1_bayesiana - modelo_4_defecto",1,1,0.799391331970606,"ARI"
"modelo_1_defecto - modelo_4_defecto",1,1,1,"ARI"
"modelo_1_grid - modelo_4_defecto",0.069688258716604,0.0327323639426473,0.00199109310618869,"ARI"
"modelo_2_bayesiana - modelo_4_defecto",6.36668626952429e-06,4.34092245649384e-06,3.03175536644014e-07,"ARI"
"modelo_2_defecto - modelo_4_defecto",0.487564098646422,0.20684537518333,0.0128306341749058,"ARI"
"modelo_2_grid - modelo_4_defecto",0.0668691035314273,0.0334345517657137,0.00202633647064931,"ARI"
"modelo_3_bayesiana - modelo_4_defecto",6.30113953573671e-07,4.7735905573763e-07,3.93821220983544e-08,"ARI"
"modelo_3_defecto - modelo_4_defecto",0.487564098646422,0.199458040355354,0.0131774080715249,"ARI"
"modelo_3_grid - modelo_4_defecto",0.0327836943301161,0.0173852924477889,0.00105753852677794,"ARI"
"modelo_4_bayesiana - modelo_4_defecto",1,0.837978105593085,0.0663944237324653,"ARI"
"modelo_1_bayesiana - modelo_4_grid",0.00330093762967411,0.00210059667342898,0.000132037505186965,"ARI"
"modelo_1_defecto - modelo_4_grid",0.0168273447429932,0.00968847121566273,0.000560911491433106,"ARI"
"modelo_1_grid - modelo_4_grid",1,1,0.78578043958886,"ARI"
"modelo_2_bayesiana - modelo_4_grid",1,1,0.118966853554424,"ARI"
"modelo_2_defecto - modelo_4_grid",1.55546224873221e-08,1.41405658975656e-08,1.94432781091527e-09,"ARI"
"modelo_2_grid - modelo_4_grid",1,1,0.782208109328481,"ARI"
"modelo_3_bayesiana - modelo_4_grid",1,0.785425138418786,0.0536625870969357,"ARI"
"modelo_3_defecto - modelo_4_grid",1.55546224873221e-08,1.39048897992728e-08,2.2220889267603e-09,"ARI"
"modelo_3_grid - modelo_4_grid",1,1,0.902323602929086,"ARI"
"modelo_4_bayesiana - modelo_4_grid",1.23664096360958e-06,8.99375246261515e-07,6.50863665057675e-08,"ARI"
"modelo_4_defecto - modelo_4_grid",0.0168273447429932,0.0094335114468295,0.000580253266999765,"ARI"
