"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1,1,0.10649345785962,"SF"
"modelo_1_bayesiana - modelo_1_grid",5.57660892586914e-08,4.90065632879409e-08,5.57660892586914e-09,"SF"
"modelo_1_defecto - modelo_1_grid",2.44156186882068e-13,2.44156186882068e-13,3.05195233602586e-14,"SF"
"modelo_1_bayesiana - modelo_2_bayesiana",1,1,0.111927628717473,"SF"
"modelo_1_defecto - modelo_2_bayesiana",0.034212457148847,0.0196980813887301,0.00106913928590147,"SF"
"modelo_1_grid - modelo_2_bayesiana",0.000735700399731355,0.000468172981647226,2.82961692204367e-05,"SF"
"modelo_1_bayesiana - modelo_2_defecto",1,1,0.108581564876475,"SF"
"modelo_1_defecto - modelo_2_defecto",1,1,1,"SF"
"modelo_1_grid - modelo_2_defecto",2.44156186882068e-13,2.40456850717189e-13,3.48794552688669e-14,"SF"
"modelo_2_bayesiana - modelo_2_defecto",0.034212457148847,0.0191797108258688,0.00110362764996281,"SF"
"modelo_1_bayesiana - modelo_2_grid",0.0427202055204333,0.0220073786014353,0.00129455168243737,"SF"
"modelo_1_defecto - modelo_2_grid",1.81849397123096e-05,1.37764694790224e-05,9.09246985615478e-07,"SF"
"modelo_1_grid - modelo_2_grid",0.424059722799531,0.179904124824043,0.0106014930699883,"SF"
"modelo_2_bayesiana - modelo_2_grid",1,1,0.118601060121394,"SF"
"modelo_2_defecto - modelo_2_grid",1.81849397123096e-05,1.3500940089442e-05,9.57102090121556e-07,"SF"
"modelo_1_bayesiana - modelo_3_bayesiana",0.00174026391588102,0.00105470540356425,6.44542191067044e-05,"SF"
"modelo_1_defecto - modelo_3_bayesiana",1.98440329690012e-07,1.62360269746373e-07,1.24025206056257e-08,"SF"
"modelo_1_grid - modelo_3_bayesiana",1,1,0.0816200584107047,"SF"
"modelo_2_bayesiana - modelo_3_bayesiana",0.916590687616547,0.361081179970155,0.0223558704296719,"SF"
"modelo_2_defecto - modelo_3_bayesiana",1.98440329690012e-07,1.59353598084403e-07,1.32293553126675e-08,"SF"
"modelo_2_grid - modelo_3_bayesiana",1,1,0.496149353487048,"SF"
"modelo_1_bayesiana - modelo_3_defecto",1,1,0.110753196174004,"SF"
"modelo_1_defecto - modelo_3_defecto",1,1,1,"SF"
"modelo_1_grid - modelo_3_defecto",2.44156186882068e-13,2.36757514552309e-13,4.06926978136781e-14,"SF"
"modelo_2_bayesiana - modelo_3_defecto",0.034212457148847,0.0186613402630075,0.0011404152382949,"SF"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"SF"
"modelo_2_grid - modelo_3_defecto",1.81849397123096e-05,1.32254106998615e-05,1.01027442846164e-06,"SF"
"modelo_3_bayesiana - modelo_3_defecto",1.98440329690012e-07,1.56346926422434e-07,1.41743092635723e-08,"SF"
"modelo_1_bayesiana - modelo_3_grid",0.118899043372933,0.0576480210293007,0.00339711552494093,"SF"
"modelo_1_defecto - modelo_3_grid",8.16432575008772e-05,5.69028764400054e-05,3.40180239586989e-06,"SF"
"modelo_1_grid - modelo_3_grid",0.169548923886943,0.0796366157650792,0.00458240334829575,"SF"
