"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1,1,0.064011959538898,"TB"
"modelo_1_bayesiana - modelo_1_grid",1,1,0.138091416807218,"TB"
"modelo_1_defecto - modelo_1_grid",0.0154560682882515,0.00936731411409184,0.000552002438866126,"TB"
"modelo_1_bayesiana - modelo_2_bayesiana",2.23844848870709e-05,1.52621487866392e-05,1.01747658577595e-06,"TB"
"modelo_1_defecto - modelo_2_bayesiana",5.87545875514522e-11,5.34132614104111e-11,7.34432344393152e-12,"TB"
"modelo_1_grid - modelo_2_bayesiana",0.0346675273560964,0.0162832325460453,0.000962986871002678,"TB"
"modelo_1_bayesiana - modelo_2_defecto",0.00010998160346965,6.99882931170499e-05,4.23006167190961e-06,"TB"
"modelo_1_defecto - modelo_2_defecto",5.36010240468625e-10,4.62917934950176e-10,4.1231556959125e-11,"TB"
"modelo_1_grid - modelo_2_defecto",0.105051483984909,0.0445672962360221,0.00262628709962273,"TB"
"modelo_2_bayesiana - modelo_2_defecto",1,1,0.832129816746661,"TB"
"modelo_1_bayesiana - modelo_2_grid",4.38053789445649e-09,3.51770467282112e-09,3.1289556388975e-10,"TB"
"modelo_1_defecto - modelo_2_grid",6.54806285942708e-16,6.54806285942708e-16,3.27403142971354e-16,"TB"
"modelo_1_grid - modelo_2_grid",6.45891455795381e-05,4.20808069684869e-05,2.69121439914742e-06,"TB"
"modelo_2_bayesiana - modelo_2_grid",1,1,0.1982439570642,"TB"
"modelo_2_defecto - modelo_2_grid",1,1,0.117837530679651,"TB"
"modelo_1_bayesiana - modelo_3_bayesiana",1.93999527899327e-05,1.38151178958612e-05,9.23807275711083e-07,"TB"
"modelo_1_defecto - modelo_3_bayesiana",4.82449517028477e-11,4.6782983469428e-11,8.04082528380795e-12,"TB"
"modelo_1_grid - modelo_3_bayesiana",0.0313412887355265,0.0156706443677633,0.000895465392443614,"TB"
"modelo_2_bayesiana - modelo_3_bayesiana",1,1,1,"TB"
"modelo_2_defecto - modelo_3_bayesiana",1,1,0.837546515264333,"TB"
"modelo_2_grid - modelo_3_bayesiana",1,1,0.200629642952758,"TB"
"modelo_1_bayesiana - modelo_3_defecto",0.00010998160346965,6.83219051856916e-05,4.39926413878599e-06,"TB"
"modelo_1_defecto - modelo_3_defecto",5.36010240468625e-10,4.54796567670348e-10,4.46675200390521e-11,"TB"
"modelo_1_grid - modelo_3_defecto",0.105051483984909,0.0429756070847356,0.00269362779448485,"TB"
"modelo_2_bayesiana - modelo_3_defecto",1,1,0.846233711945756,"TB"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"TB"
"modelo_2_grid - modelo_3_defecto",1,1,0.120456142472533,"TB"
"modelo_3_bayesiana - modelo_3_defecto",1,1,0.852240313777743,"TB"
"modelo_1_bayesiana - modelo_3_grid",1.93999527899327e-05,1.35211792172258e-05,9.69997639496637e-07,"TB"
"modelo_1_defecto - modelo_3_grid",4.82449517028477e-11,4.60519993527182e-11,9.64899034056953e-12,"TB"
"modelo_1_grid - modelo_3_grid",0.0313412887355265,0.0151957763566189,0.000921802609868427,"TB"
"modelo_2_bayesiana - modelo_3_grid",1,1,1,"TB"
"modelo_2_defecto - modelo_3_grid",1,1,0.867458890809488,"TB"
"modelo_2_grid - modelo_3_grid",1,1,0.204487905317234,"TB"
"modelo_3_bayesiana - modelo_3_grid",1,1,1,"TB"
"modelo_3_defecto - modelo_3_grid",1,1,0.883230870642388,"TB"
"modelo_1_bayesiana - modelo_4_bayesiana",1,1,0.894181286978758,"TB"
"modelo_1_defecto - modelo_4_bayesiana",1,1,0.12172338636204,"TB"
"modelo_1_grid - modelo_4_bayesiana",1,1,0.0739571589376972,"TB"
"modelo_2_bayesiana - modelo_4_bayesiana",3.45254414212272e-06,2.61556374403237e-06,2.03090831889572e-07,"TB"
"modelo_2_defecto - modelo_4_bayesiana",1.88039874061773e-05,1.39605361045862e-05,9.89683547693541e-07,"TB"
"modelo_2_grid - modelo_4_bayesiana",4.18920530649744e-10,3.68142284510382e-10,4.65467256277494e-11,"TB"
"modelo_3_bayesiana - modelo_4_bayesiana",2.96543509420173e-06,2.33640340755288e-06,1.85339693387608e-07,"TB"
"modelo_3_defecto - modelo_4_bayesiana",1.88039874061773e-05,1.36756272044926e-05,1.04466596700985e-06,"TB"
"modelo_3_grid - modelo_4_bayesiana",2.96543509420173e-06,2.29147257279225e-06,1.97695672946782e-07,"TB"
"modelo_1_bayesiana - modelo_4_defecto",1,1,0.0655732268447247,"TB"
"modelo_1_defecto - modelo_4_defecto",1,1,1,"TB"
"modelo_1_grid - modelo_4_defecto",0.0154560682882515,0.00913313126123955,0.000572446973638946,"TB"
"modelo_2_bayesiana - modelo_4_defecto",5.87545875514522e-11,5.25230403869042e-11,8.39351250735031e-12,"TB"
"modelo_2_defecto - modelo_4_defecto",5.36010240468625e-10,4.46675200390521e-10,4.87282036789659e-11,"TB"
"modelo_2_grid - modelo_4_defecto",6.54806285942708e-16,6.4488497857994e-16,6.54806285942708e-16,"TB"
"modelo_3_bayesiana - modelo_4_defecto",4.82449517028477e-11,4.53210152360084e-11,1.20612379257119e-11,"TB"
"modelo_3_defecto - modelo_4_defecto",5.36010240468625e-10,4.38553833110693e-10,5.36010240468625e-11,"TB"
"modelo_3_grid - modelo_4_defecto",4.82449517028477e-11,4.45900311192986e-11,1.60816505676159e-11,"TB"
"modelo_4_bayesiana - modelo_4_defecto",1,1,0.124313245646339,"TB"
"modelo_1_bayesiana - modelo_4_grid",1,1,0.18495828119672,"TB"
"modelo_1_defecto - modelo_4_grid",0.0283146977887995,0.0150153700395149,0.000858021145115137,"TB"
"modelo_1_grid - modelo_4_grid",1,1,0.946643945723883,"TB"
"modelo_2_bayesiana - modelo_4_grid",0.0190765347976168,0.0104053826168819,0.000615372090245703,"TB"
"modelo_2_defecto - modelo_4_grid",0.0605219280957126,0.027509967316233,0.00159268231830823,"TB"
"modelo_2_grid - modelo_4_grid",2.86613582130079e-05,1.91075721420053e-05,1.24614600926121e-06,"TB"
"modelo_3_bayesiana - modelo_4_grid",0.0171770774135699,0.00988983245023719,0.000572569247118996,"TB"
