"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1,1,0.281525056480264,"SEA"
"modelo_1_bayesiana - modelo_1_grid",1,1,0.0670150598396432,"SEA"
"modelo_1_defecto - modelo_1_grid",0.098537126233856,0.047775576355809,0.00273714239538489,"SEA"
"modelo_1_bayesiana - modelo_2_bayesiana",2.43506100156044e-11,2.36127127424043e-11,8.11687000520148e-12,"SEA"
"modelo_1_defecto - modelo_2_bayesiana",2.0186475857625e-15,2.0186475857625e-15,1.00932379288125e-15,"SEA"
"modelo_1_grid - modelo_2_bayesiana",9.08955442072687e-06,6.33514399020357e-06,4.32835924796517e-07,"SEA"
"modelo_1_bayesiana - modelo_2_defecto",1.17465357857072e-07,9.61080200648767e-08,8.39038270407654e-09,"SEA"
"modelo_1_defecto - modelo_2_defecto",4.13619499089555e-11,3.88551650659885e-11,5.17024373861943e-12,"SEA"
"modelo_1_grid - modelo_2_defecto",0.00386558719923388,0.00234278012074781,0.000138056685686924,"SEA"
"modelo_2_bayesiana - modelo_2_defecto",1,1,0.268298248754156,"SEA"
"modelo_1_bayesiana - modelo_2_grid",0.000491849367616335,0.000312995052119486,1.96739747046534e-05,"SEA"
"modelo_1_defecto - modelo_2_grid",1.00982279276628e-06,7.34416576557295e-07,5.0491139638314e-08,"SEA"
"modelo_1_grid - modelo_2_grid",0.861986866265563,0.352630990745003,0.0215496716566391,"SEA"
"modelo_2_bayesiana - modelo_2_grid",0.352037027006602,0.154682936108961,0.00926413228964742,"SEA"
"modelo_2_defecto - modelo_2_grid",1,1,0.171111024551066,"SEA"
"modelo_1_bayesiana - modelo_3_bayesiana",4.82912203851931e-07,3.65842578675705e-07,2.84066002265842e-08,"SEA"
"modelo_1_defecto - modelo_3_bayesiana",2.22513794538246e-10,1.95542425503307e-10,2.22513794538246e-11,"SEA"
"modelo_1_grid - modelo_3_bayesiana",0.0101342165826131,0.00552775449960714,0.000326910212342357,"SEA"
"modelo_2_bayesiana - modelo_3_bayesiana",1,1,0.185976168305879,"SEA"
"modelo_2_defecto - modelo_3_bayesiana",1,1,0.868190732386773,"SEA"
"modelo_2_grid - modelo_3_bayesiana",1,1,0.254135201401028,"SEA"
"modelo_1_bayesiana - modelo_3_defecto",1.17465357857072e-07,9.43282419155272e-08,9.03579675823627e-09,"SEA"
"modelo_1_defecto - modelo_3_defecto",4.13619499089555e-11,3.82284688552467e-11,5.90884998699364e-12,"SEA"
"modelo_1_grid - modelo_3_defecto",0.00386558719923388,0.00228421061772911,0.000143169896267921,"SEA"
"modelo_2_bayesiana - modelo_3_defecto",1,1,0.273558998729727,"SEA"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"SEA"
"modelo_2_grid - modelo_3_defecto",1,1,0.174751684647897,"SEA"
"modelo_3_bayesiana - modelo_3_defecto",1,1,0.882423367343933,"SEA"
"modelo_1_bayesiana - modelo_3_grid",5.94951210671987e-05,3.96634140447991e-05,2.58674439422603e-06,"SEA"
"modelo_1_defecto - modelo_3_grid",7.45984543749309e-08,6.32956582575171e-08,6.21653786457758e-09,"SEA"
"modelo_1_grid - modelo_3_grid",0.235665812948515,0.107120824067507,0.0063693462959058,"SEA"
"modelo_2_bayesiana - modelo_3_grid",1,0.482274145338657,0.029859374852112,"SEA"
"modelo_2_defecto - modelo_3_grid",1,1,0.306427716676673,"SEA"
"modelo_2_grid - modelo_3_grid",1,1,0.732577266432973,"SEA"
"modelo_3_bayesiana - modelo_3_grid",1,1,0.42899838254309,"SEA"
"modelo_3_defecto - modelo_3_grid",1,1,0.31180364153065,"SEA"
"modelo_1_bayesiana - modelo_4_bayesiana",1,1,1,"SEA"
"modelo_1_defecto - modelo_4_bayesiana",1,1,0.285777658888886,"SEA"
"modelo_1_grid - modelo_4_bayesiana",1,0.988954498349667,0.0675683197630207,"SEA"
"modelo_2_bayesiana - modelo_4_bayesiana",2.67604669053569e-11,2.55440820460225e-11,6.69011672633923e-12,"SEA"
"modelo_2_defecto - modelo_4_bayesiana",1.270883353882e-07,1.00130203639188e-07,7.94302096176249e-09,"SEA"
"modelo_2_grid - modelo_4_bayesiana",0.000522122099619915,0.000324348577036614,2.00816192161506e-05,"SEA"
"modelo_3_bayesiana - modelo_4_bayesiana",5.20958435472775e-07,3.86772171790394e-07,2.89421353040431e-08,"SEA"
"modelo_3_defecto - modelo_4_bayesiana",1.270883353882e-07,9.82046227999726e-08,8.47255569254665e-09,"SEA"
"modelo_3_grid - modelo_4_bayesiana",6.34932118814941e-05,4.13667895591552e-05,2.64555049506225e-06,"SEA"
"modelo_1_bayesiana - modelo_4_defecto",1,1,0.286643693870815,"SEA"
"modelo_1_defecto - modelo_4_defecto",1,1,1,"SEA"
"modelo_1_grid - modelo_4_defecto",0.098537126233856,0.04628258959469,0.00281534646382446,"SEA"
"modelo_2_bayesiana - modelo_4_defecto",2.0186475857625e-15,1.98806201628125e-15,2.0186475857625e-15,"SEA"
"modelo_2_defecto - modelo_4_defecto",4.13619499089555e-11,3.7601772644505e-11,6.89365831815924e-12,"SEA"
"modelo_2_grid - modelo_4_defecto",1.00982279276628e-06,7.19116231212351e-07,5.31485680403305e-08,"SEA"
"modelo_3_bayesiana - modelo_4_defecto",2.22513794538246e-10,1.9217100437394e-10,2.4723754948694e-11,"SEA"
"modelo_3_defecto - modelo_4_defecto",4.13619499089555e-11,3.69750764337632e-11,8.27238998179109e-12,"SEA"
"modelo_3_grid - modelo_4_defecto",7.45984543749309e-08,6.21653786457758e-08,6.78167767044827e-09,"SEA"
"modelo_4_bayesiana - modelo_4_defecto",1,1,0.291169690188676,"SEA"
"modelo_1_bayesiana - modelo_4_grid",1,0.770178740695589,0.0492556171375086,"SEA"
"modelo_1_defecto - modelo_4_grid",0.0591789968330976,0.0304861498837169,0.00174055873038522,"SEA"
"modelo_1_grid - modelo_4_grid",1,1,0.926797528401444,"SEA"
"modelo_2_bayesiana - modelo_4_grid",1.98247102371036e-05,1.35168478889343e-05,9.01123192595617e-07,"SEA"
"modelo_2_defecto - modelo_4_grid",0.00708216034395822,0.00407760747076382,0.000236072011465274,"SEA"
"modelo_2_grid - modelo_4_grid",1,0.485893092271943,0.0305418515142364,"SEA"
"modelo_3_bayesiana - modelo_4_grid",0.0179796196877726,0.00953464680412186,0.000561863115242895,"SEA"
"modelo_3_defecto - modelo_4_grid",0.00708216034395822,0.00397030201100688,0.000244212425653732,"SEA"
"modelo_3_grid - modelo_4_grid",0.371406130840474,0.157566237326262,0.00952323412411472,"SEA"
"modelo_4_bayesiana - modelo_4_grid",1,0.761972570373567,0.0496938632852326,"SEA"
"modelo_4_defecto - modelo_4_grid",0.0591789968330976,0.0295894984165488,0.00179330293433629,"SEA"
