"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1,1,0.0747549255365051,"DEN"
"modelo_1_bayesiana - modelo_1_grid",1,1,0.948048643104168,"DEN"
"modelo_1_defecto - modelo_1_grid",1,0.901646414468902,0.0588030270305806,"DEN"
"modelo_1_bayesiana - modelo_2_bayesiana",1.76502239495043e-05,1.28365265087304e-05,9.28959155237067e-07,"DEN"
"modelo_1_defecto - modelo_2_bayesiana",0.0791864118685194,0.0407930000534797,0.00232901211377998,"DEN"
"modelo_1_grid - modelo_2_bayesiana",8.40498351066988e-06,6.36741175050749e-06,4.94410794745287e-07,"DEN"
"modelo_1_bayesiana - modelo_2_defecto",4.17660055721378e-05,2.7211185448514e-05,1.67064022288551e-06,"DEN"
"modelo_1_defecto - modelo_2_defecto",0.139031251035734,0.0674090914112649,0.00365871713251931,"DEN"
"modelo_1_grid - modelo_2_defecto",2.03286398029566e-05,1.4476455617257e-05,9.6803046680746e-07,"DEN"
"modelo_2_bayesiana - modelo_2_defecto",1,1,0.940899013504873,"DEN"
"modelo_1_bayesiana - modelo_2_grid",8.58617530710042e-12,7.67552035028674e-12,1.07327191338755e-12,"DEN"
"modelo_1_defecto - modelo_2_grid",2.50751302360759e-06,1.97561632163022e-06,1.56719563975474e-07,"DEN"
"modelo_1_grid - modelo_2_grid",3.01664249928259e-12,2.78810897660967e-12,5.02773749880431e-13,"DEN"
"modelo_2_bayesiana - modelo_2_grid",1,0.546451101188302,0.0356381152948892,"DEN"
"modelo_2_defecto - modelo_2_grid",1,0.382550492354656,0.0234868209259603,"DEN"
"modelo_1_bayesiana - modelo_3_bayesiana",0.0100231589160132,0.00592277572309868,0.000357969961286184,"DEN"
"modelo_1_defecto - modelo_3_bayesiana",1,0.957676715397653,0.07596954713491,"DEN"
"modelo_1_grid - modelo_3_bayesiana",0.00571099686730491,0.00354774047817426,0.000219653725665573,"DEN"
"modelo_2_bayesiana - modelo_3_bayesiana",1,1,0.205966920891514,"DEN"
"modelo_2_defecto - modelo_3_bayesiana",1,1,0.265022881369092,"DEN"
"modelo_2_grid - modelo_3_bayesiana",0.0195889094911118,0.0103880580634684,0.000612153421597245,"DEN"
"modelo_1_bayesiana - modelo_3_defecto",4.17660055721378e-05,2.65783671822695e-05,1.74025023217241e-06,"DEN"
"modelo_1_defecto - modelo_3_defecto",0.139031251035734,0.0653025573046628,0.00375760137934416,"DEN"
"modelo_1_grid - modelo_3_defecto",2.03286398029566e-05,1.41684459232728e-05,1.01643199014783e-06,"DEN"
"modelo_2_bayesiana - modelo_3_defecto",1,1,0.956580663729955,"DEN"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"DEN"
"modelo_2_grid - modelo_3_defecto",1,0.36724847266047,0.024046030948007,"DEN"
"modelo_3_bayesiana - modelo_3_defecto",1,1,0.269672405603638,"DEN"
"modelo_1_bayesiana - modelo_3_grid",2.37316249426979e-12,2.22933446431405e-12,4.74632498853959e-13,"DEN"
"modelo_1_defecto - modelo_3_grid",9.49620144418654e-07,7.91350120348878e-07,7.30477034168195e-08,"DEN"
"modelo_1_grid - modelo_3_grid",8.14947650999526e-13,7.90252267635904e-13,2.71649216999842e-13,"DEN"
"modelo_2_bayesiana - modelo_3_grid",0.997141768271309,0.392813423864455,0.0243205309334466,"DEN"
"modelo_2_defecto - modelo_3_grid",0.626269090148815,0.265689917032831,0.0156567272537204,"DEN"
"modelo_2_grid - modelo_3_grid",1,1,0.968723764409253,"DEN"
"modelo_3_bayesiana - modelo_3_grid",0.0100698826976554,0.00579781125016522,0.00034723733440191,"DEN"
"modelo_3_defecto - modelo_3_grid",0.626269090148815,0.256200991424515,0.0160581817986876,"DEN"
"modelo_1_bayesiana - modelo_4_bayesiana",1,0.892109367423824,0.0793520461589924,"DEN"
"modelo_1_defecto - modelo_4_bayesiana",0.011202828649446,0.00628037363681063,0.000361381569336967,"DEN"
"modelo_1_grid - modelo_4_bayesiana",1,1,0.103270847524275,"DEN"
"modelo_2_bayesiana - modelo_4_bayesiana",1.69921177640833e-10,1.49324671260126e-10,1.88801308489814e-11,"DEN"
"modelo_2_defecto - modelo_4_bayesiana",5.41074866549044e-10,4.67291930201447e-10,4.91886242317313e-11,"DEN"
"modelo_2_grid - modelo_4_bayesiana",1.34681638459036e-18,1.32641007573293e-18,6.73408192295181e-19,"DEN"
"modelo_3_bayesiana - modelo_4_bayesiana",1.10861238860378e-06,8.90249342363642e-07,7.91865991859843e-08,"DEN"
"modelo_3_defecto - modelo_4_bayesiana",5.41074866549044e-10,4.59093826162826e-10,5.41074866549044e-11,"DEN"
"modelo_3_grid - modelo_4_bayesiana",2.73357023590659e-19,2.73357023590659e-19,2.73357023590659e-19,"DEN"
"modelo_1_bayesiana - modelo_4_defecto",1,0.962752828879233,0.0762805362617399,"DEN"
"modelo_1_defecto - modelo_4_defecto",1,1,1,"DEN"
"modelo_1_grid - modelo_4_defecto",1,0.860662486538498,0.0601097609645935,"DEN"
"modelo_2_bayesiana - modelo_4_defecto",0.0791864118685194,0.0395932059342597,0.00239958823843998,"DEN"
"modelo_2_defecto - modelo_4_defecto",0.139031251035734,0.0631960231980608,0.00386197919543705,"DEN"
"modelo_2_grid - modelo_4_defecto",2.50751302360759e-06,1.93762370006041e-06,1.67167534907173e-07,"DEN"
"modelo_3_bayesiana - modelo_4_defecto",1,0.897821920685299,0.0774591460983396,"DEN"
"modelo_3_defecto - modelo_4_defecto",0.139031251035734,0.0610894890914588,0.00397232145816382,"DEN"
"modelo_3_grid - modelo_4_defecto",9.49620144418654e-07,7.76961936342535e-07,7.91350120348878e-08,"DEN"
"modelo_4_bayesiana - modelo_4_defecto",0.011202828649446,0.00611063380878872,0.0003734276216482,"DEN"
"modelo_1_bayesiana - modelo_4_grid",1,1,0.980871922594777,"DEN"
"modelo_1_defecto - modelo_4_grid",1,0.98274026733012,0.0675633933789457,"DEN"
"modelo_1_grid - modelo_4_grid",1,1,0.983910228509051,"DEN"
"modelo_2_bayesiana - modelo_4_grid",1.27123955489829e-05,9.43799063485096e-06,7.06244197165718e-07,"DEN"
"modelo_2_defecto - modelo_4_grid",3.03758856314388e-05,2.07108311123446e-05,1.32069067962777e-06,"DEN"
"modelo_2_grid - modelo_4_grid",5.40099353641279e-12,4.90999412401162e-12,7.71570505201827e-13,"DEN"
"modelo_3_bayesiana - modelo_4_grid",0.00781928075945438,0.00473895803603296,0.000289602991090903,"DEN"
"modelo_3_defecto - modelo_4_grid",3.03758856314388e-05,2.02505904209592e-05,1.38072207415631e-06,"DEN"
"modelo_3_grid - modelo_4_grid",1.4776890678907e-12,1.41052138298657e-12,3.69422266972674e-13,"DEN"
"modelo_4_bayesiana - modelo_4_grid",1,0.948950010914222,0.0892175223936448,"DEN"
"modelo_4_defecto - modelo_4_grid",1,0.933603253963614,0.0690009123870084,"DEN"
