"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1,1,0.692076450181094,"IND"
"modelo_1_bayesiana - modelo_1_grid",1,1,0.0982022794216479,"IND"
"modelo_1_defecto - modelo_1_grid",1,0.527353367430903,0.0314411221774522,"IND"
"modelo_1_bayesiana - modelo_2_bayesiana",1.03513855746862e-05,7.68511959332767e-06,5.75076976371458e-07,"IND"
"modelo_1_defecto - modelo_2_bayesiana",0.000126865826747636,8.64994273279334e-05,5.51590551076677e-06,"IND"
"modelo_1_grid - modelo_2_bayesiana",8.43523454894578e-11,7.7962016285711e-11,1.4058724248243e-11,"IND"
"modelo_1_bayesiana - modelo_2_defecto",0.0242603184150016,0.0132329009536372,0.000758134950468799,"IND"
"modelo_1_defecto - modelo_2_defecto",0.136887055311468,0.0663694813631361,0.00360229092924916,"IND"
"modelo_1_grid - modelo_2_defecto",4.05307860467883e-06,3.19333465823181e-06,2.53317412792427e-07,"IND"
"modelo_2_bayesiana - modelo_2_defecto",1,1,0.129985905384417,"IND"
"modelo_1_bayesiana - modelo_2_grid",9.37605636334072e-05,6.81895008242961e-05,4.93476650702143e-06,"IND"
"modelo_1_defecto - modelo_2_grid",0.000943894504161787,0.000572057275249568,3.37105180057781e-05,"IND"
"modelo_1_grid - modelo_2_grid",1.638334341215e-09,1.48939485565e-09,2.34047763030715e-10,"IND"
"modelo_2_bayesiana - modelo_2_grid",1,1,0.716248878003397,"IND"
"modelo_2_defecto - modelo_2_grid",1,1,0.268859527148774,"IND"
"modelo_1_bayesiana - modelo_3_bayesiana",0.00014156115046454,9.22292343935642e-05,5.89838126935585e-06,"IND"
"modelo_1_defecto - modelo_3_bayesiana",0.00137133776298212,0.000789558105959402,4.57112587660706e-05,"IND"
"modelo_1_grid - modelo_3_bayesiana",2.87192827400831e-09,2.5673298207044e-09,3.58991034251039e-10,"IND"
"modelo_2_bayesiana - modelo_3_bayesiana",1,1,0.698130572316384,"IND"
"modelo_2_defecto - modelo_3_bayesiana",1,1,0.297893597934694,"IND"
"modelo_2_grid - modelo_3_bayesiana",1,1,0.978472507630665,"IND"
"modelo_1_bayesiana - modelo_3_defecto",0.0242603184150016,0.0128653203715917,0.000782590916612953,"IND"
"modelo_1_defecto - modelo_3_defecto",0.136887055311468,0.0642954350705381,0.00369965014355319,"IND"
"modelo_1_grid - modelo_3_defecto",4.05307860467883e-06,3.13192437634273e-06,2.70205240311922e-07,"IND"
"modelo_2_bayesiana - modelo_3_defecto",1,1,0.132811685936252,"IND"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"IND"
"modelo_2_grid - modelo_3_defecto",1,1,0.274236717691749,"IND"
"modelo_3_bayesiana - modelo_3_defecto",1,1,0.3036223209719,"IND"
"modelo_1_bayesiana - modelo_3_grid",8.66662629855723e-06,6.56562598375548e-06,5.09801546973955e-07,"IND"
"modelo_1_defecto - modelo_3_grid",0.000107850726187949,7.68027898611153e-05,5.13574886609282e-06,"IND"
"modelo_1_grid - modelo_3_grid",6.65705851130529e-11,6.25360041971103e-11,1.33141170226106e-11,"IND"
"modelo_2_bayesiana - modelo_3_grid",1,1,1,"IND"
"modelo_2_defecto - modelo_3_grid",1,1,0.126726654635186,"IND"
"modelo_2_grid - modelo_3_grid",1,1,0.70238170295687,"IND"
"modelo_3_bayesiana - modelo_3_grid",1,1,0.684040378377515,"IND"
"modelo_3_defecto - modelo_3_grid",1,1,0.129606805876894,"IND"
"modelo_1_bayesiana - modelo_4_bayesiana",1,1,0.464169678725348,"IND"
"modelo_1_defecto - modelo_4_bayesiana",1,1,0.24472008500099,"IND"
"modelo_1_grid - modelo_4_bayesiana",1,1,0.380978927331218,"IND"
"modelo_2_bayesiana - modelo_4_bayesiana",7.13237126558899e-08,5.94364272132416e-08,5.94364272132416e-09,"IND"
"modelo_2_defecto - modelo_4_bayesiana",0.000666664035334039,0.000424240749758025,2.56409244359246e-05,"IND"
