"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",0.184725770874591,0.0811673841721689,0.00473655822755362,"KC"
"modelo_1_bayesiana - modelo_1_grid",1,1,0.778010409685152,"KC"
"modelo_1_defecto - modelo_1_grid",0.564696037276798,0.205344013555199,0.0128340008472,"KC"
"modelo_1_bayesiana - modelo_2_bayesiana",0.00143117549165253,0.000954116994435021,6.2225021376197e-05,"KC"
"modelo_1_defecto - modelo_2_bayesiana",3.05430636778219e-11,2.8691968909469e-11,5.09051061297031e-12,"KC"
"modelo_1_grid - modelo_2_bayesiana",0.000270269026824112,0.000184274336470986,1.22849557647324e-05,"KC"
"modelo_1_bayesiana - modelo_2_defecto",2.77562450146551e-07,2.10274583444357e-07,1.54201361192528e-08,"KC"
"modelo_1_defecto - modelo_2_defecto",5.05352140397155e-17,5.05352140397155e-17,1.26338035099289e-17,"KC"
"modelo_1_grid - modelo_2_defecto",2.97027389323059e-08,2.4302240944614e-08,2.12162420945042e-09,"KC"
"modelo_2_bayesiana - modelo_2_defecto",1,1,0.131101044543728,"KC"
"modelo_1_bayesiana - modelo_2_grid",0.0138920364433264,0.00778795982428906,0.000463067881444215,"KC"
"modelo_1_defecto - modelo_2_grid",1.42253003927621e-09,1.29320912661473e-09,1.77816254909526e-10,"KC"
"modelo_1_grid - modelo_2_grid",0.0031594293644272,0.00196267581729568,0.000121516514016431,"KC"
"modelo_2_bayesiana - modelo_2_grid",1,1,0.681659011292538,"KC"
"modelo_2_defecto - modelo_2_grid",1,0.540377688684995,0.039627697170233,"KC"
"modelo_1_bayesiana - modelo_3_bayesiana",0.0921147379143739,0.0418703354156245,0.0024895875111993,"KC"
"modelo_1_defecto - modelo_3_bayesiana",4.11051232943237e-08,3.23858547167399e-08,2.56907020589523e-09,"KC"
"modelo_1_grid - modelo_3_bayesiana",0.024923374777421,0.0132169411698445,0.000778855461794405,"KC"
"modelo_2_bayesiana - modelo_3_bayesiana",1,1,0.365042859589409,"KC"
"modelo_2_defecto - modelo_3_bayesiana",0.485387177450091,0.191213130510642,0.0115568375583355,"KC"
"modelo_2_grid - modelo_3_bayesiana",1,1,0.682003909791032,"KC"
"modelo_1_bayesiana - modelo_3_defecto",2.77562450146551e-07,2.0606909177547e-07,1.63272029497971e-08,"KC"
"modelo_1_defecto - modelo_3_defecto",5.05352140397155e-17,4.97695289785077e-17,1.68450713465718e-17,"KC"
"modelo_1_grid - modelo_3_defecto",2.97027389323059e-08,2.38521994456396e-08,2.28482607171584e-09,"KC"
"modelo_2_bayesiana - modelo_3_defecto",1,1,0.133671653260272,"KC"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"KC"
"modelo_2_grid - modelo_3_defecto",1,0.510356705980273,0.0404364256839112,"KC"
"modelo_3_bayesiana - modelo_3_defecto",0.485387177450091,0.183858779337155,0.0118387116451242,"KC"
"modelo_1_bayesiana - modelo_3_grid",0.0228119610341897,0.0124428878368307,0.000735869710780313,"KC"
"modelo_1_defecto - modelo_3_grid",3.37800492783965e-09,2.96854978507121e-09,3.37800492783965e-10,"KC"
"modelo_1_grid - modelo_3_grid",0.00541933333180352,0.00320233333242935,0.000193547618992983,"KC"
"modelo_2_bayesiana - modelo_3_grid",1,1,0.604693049574441,"KC"
"modelo_2_defecto - modelo_3_grid",1,0.431862801397464,0.0296905675960757,"KC"
"modelo_2_grid - modelo_3_grid",1,1,0.926513129193692,"KC"
"modelo_3_bayesiana - modelo_3_grid",1,1,0.771966571884885,"KC"
"modelo_3_defecto - modelo_3_grid",1,0.410269661327591,0.0303222818002475,"KC"
"modelo_1_bayesiana - modelo_4_bayesiana",1,1,0.88647266459679,"KC"
"modelo_1_defecto - modelo_4_bayesiana",0.0906440923151745,0.0439486508194786,0.00251789145319929,"KC"
"modelo_1_grid - modelo_4_bayesiana",1,1,0.669522909136517,"KC"
"modelo_2_bayesiana - modelo_4_bayesiana",0.00359423363479026,0.0021783234150244,0.000133119764251491,"KC"
"modelo_2_defecto - modelo_4_bayesiana",9.71939388236436e-07,7.06865009626499e-07,4.85969694118218e-08,"KC"
"modelo_2_grid - modelo_4_bayesiana",0.0312988570639849,0.0161236536390225,0.000948450214060149,"KC"
"modelo_3_bayesiana - modelo_4_bayesiana",0.187551385379414,0.076725566746124,0.00468878463448536,"KC"
"modelo_3_defecto - modelo_4_bayesiana",9.71939388236436e-07,6.9213865525928e-07,5.1154704644023e-08,"KC"
"modelo_3_grid - modelo_4_bayesiana",0.0501044161940518,0.0250522080970259,0.00147365929982505,"KC"
"modelo_1_bayesiana - modelo_4_defecto",0.184725770874591,0.0783685088558872,0.00486120449669977,"KC"
"modelo_1_defecto - modelo_4_defecto",1,1,1,"KC"
"modelo_1_grid - modelo_4_defecto",0.564696037276798,0.196788012990399,0.0131324659831814,"KC"
"modelo_2_bayesiana - modelo_4_defecto",3.05430636778219e-11,2.82291952173808e-11,6.10861273556438e-12,"KC"
"modelo_2_defecto - modelo_4_defecto",5.05352140397155e-17,4.90038439172999e-17,2.52676070198578e-17,"KC"
"modelo_2_grid - modelo_4_defecto",1.42253003927621e-09,1.27165564117115e-09,2.03218577039458e-10,"KC"
"modelo_3_bayesiana - modelo_4_defecto",4.11051232943237e-08,3.1763049818341e-08,2.74034155295491e-09,"KC"
"modelo_3_defecto - modelo_4_defecto",5.05352140397155e-17,4.82381588560921e-17,5.05352140397155e-17,"KC"
"modelo_3_grid - modelo_4_defecto",3.37800492783965e-09,2.91736789222516e-09,3.75333880871073e-10,"KC"
"modelo_4_bayesiana - modelo_4_defecto",0.0906440923151745,0.0425752554813699,0.00258983120900499,"KC"
"modelo_1_bayesiana - modelo_4_grid",1,1,0.682705003340001,"KC"
"modelo_1_defecto - modelo_4_grid",0.905457262883265,0.301819087627755,0.0196838535409406,"KC"
"modelo_1_grid - modelo_4_grid",1,1,0.910514742600522,"KC"
"modelo_2_bayesiana - modelo_4_grid",0.000120825511428778,8.42117200867241e-05,5.75359578232277e-06,"KC"
"modelo_2_defecto - modelo_4_grid",1.02300946786738e-08,8.68008033342018e-09,8.52507889889482e-10,"KC"
"modelo_2_grid - modelo_4_grid",0.0015385548916244,0.00100239182333105,6.41064538176833e-05,"KC"
"modelo_3_bayesiana - modelo_4_grid",0.0131480950454774,0.00757011532921427,0.000453382587775083,"KC"
"modelo_3_defecto - modelo_4_grid",1.02300946786738e-08,8.52507889889482e-09,9.30008607152162e-10,"KC"
"modelo_3_grid - modelo_4_grid",0.00269259181509339,0.00171346751869579,0.000107703672603735,"KC"
"modelo_4_bayesiana - modelo_4_grid",1,1,0.564599393372904,"KC"
"modelo_4_defecto - modelo_4_grid",0.905457262883265,0.28810003819013,0.020121272508517,"KC"
