"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",2.17258979770919e-07,1.97508163428109e-07,2.71573724713649e-08,"CAR"
"modelo_1_bayesiana - modelo_1_grid",0.101463103415332,0.0630301096974032,0.00390242705443585,"CAR"
"modelo_1_defecto - modelo_1_grid",0.394774956522421,0.19738747826121,0.0112792844720692,"CAR"
"modelo_1_bayesiana - modelo_2_bayesiana",0.174752206805723,0.10061490694875,0.00602593816571459,"CAR"
"modelo_1_defecto - modelo_2_bayesiana",0.238223304920517,0.1299399845021,0.00744447827876614,"CAR"
"modelo_1_grid - modelo_2_bayesiana",1,1,0.913108521857955,"CAR"
"modelo_1_bayesiana - modelo_2_defecto",1,1,0.244072001077275,"CAR"
"modelo_1_defecto - modelo_2_defecto",0.00030793062962064,0.000247277626816574,1.81135664482729e-05,"CAR"
"modelo_1_grid - modelo_2_defecto",1,1,0.103108249057233,"CAR"
"modelo_2_bayesiana - modelo_2_defecto",1,1,0.139543619041615,"CAR"
"modelo_1_bayesiana - modelo_2_grid",1,0.599153776654417,0.0358839829938217,"CAR"
"modelo_1_defecto - modelo_2_grid",0.0208245446752395,0.013883029783493,0.000867689361468311,"CAR"
"modelo_1_grid - modelo_2_grid",1,1,0.463685890785277,"CAR"
"modelo_2_bayesiana - modelo_2_grid",1,1,0.566290073543013,"CAR"
"modelo_2_defecto - modelo_2_grid",1,1,0.401537316497437,"CAR"
"modelo_1_bayesiana - modelo_3_bayesiana",4.02381422674424e-13,3.96284734452085e-13,2.01190711337212e-13,"CAR"
"modelo_1_defecto - modelo_3_bayesiana",1,1,0.0955395729570633,"CAR"
"modelo_1_grid - modelo_3_bayesiana",0.000236278615274375,0.00019331886704267,1.81752780980288e-05,"CAR"
"modelo_2_bayesiana - modelo_3_bayesiana",0.000106826690176523,8.90222418137689e-05,8.90222418137689e-06,"CAR"
"modelo_2_defecto - modelo_3_bayesiana",6.6911581361965e-09,6.28563340066944e-09,1.11519302269942e-09,"CAR"
"modelo_2_grid - modelo_3_bayesiana",2.68601924348418e-06,2.31974389209997e-06,2.68601924348418e-07,"CAR"
"modelo_1_bayesiana - modelo_3_defecto",1,1,0.249156834433051,"CAR"
"modelo_1_defecto - modelo_3_defecto",0.00030793062962064,0.000242612011216262,1.924566435129e-05,"CAR"
"modelo_1_grid - modelo_3_defecto",1,1,0.105563207368119,"CAR"
"modelo_2_bayesiana - modelo_3_defecto",1,1,0.142715064928925,"CAR"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"CAR"
"modelo_2_grid - modelo_3_defecto",1,1,0.409113492280408,"CAR"
"modelo_3_bayesiana - modelo_3_defecto",6.6911581361965e-09,6.18425221678768e-09,1.3382316272393e-09,"CAR"
"modelo_1_bayesiana - modelo_3_grid",1,1,0.0933885052219713,"CAR"
