"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1.31573172224e-07,1.11637843099151e-07,1.09644310186666e-08,"NYJ"
"modelo_1_bayesiana - modelo_1_grid",1,1,0.722711017765074,"NYJ"
"modelo_1_defecto - modelo_1_grid",8.57375927597564e-09,7.53451572737253e-09,8.57375927597564e-10,"NYJ"
"modelo_1_bayesiana - modelo_2_bayesiana",0.907928938000736,0.357668975576047,0.0221446082439204,"NYJ"
"modelo_1_defecto - modelo_2_bayesiana",0.0269362491251082,0.0155087494962744,0.000897874970836941,"NYJ"
"modelo_1_grid - modelo_2_bayesiana",0.252237715132649,0.122297074003709,0.00720679186093282,"NYJ"
"modelo_1_bayesiana - modelo_2_defecto",0.0342212231380898,0.0186661217116853,0.0010694132230653,"NYJ"
"modelo_1_defecto - modelo_2_defecto",0.758577188637936,0.344807813017244,0.0189644297159484,"NYJ"
"modelo_1_grid - modelo_2_defecto",0.00634976919334613,0.00404076221394754,0.000244221892051774,"NYJ"
"modelo_2_bayesiana - modelo_2_defecto",1,1,0.356989557499766,"NYJ"
"modelo_1_bayesiana - modelo_2_grid",4.09903303613548e-14,3.97481991382835e-14,1.36634434537849e-14,"NYJ"
"modelo_1_defecto - modelo_2_grid",1,0.775068605620413,0.0518282958165626,"NYJ"
"modelo_1_grid - modelo_2_grid",1.10842885608958e-15,1.10842885608958e-15,1.10842885608958e-15,"NYJ"
"modelo_2_bayesiana - modelo_2_grid",1.24903692185889e-06,9.46240092317338e-07,7.34727601093463e-08,"NYJ"
"modelo_2_defecto - modelo_2_grid",0.000260566556073892,0.000181606993627258,1.18439343669951e-05,"NYJ"
"modelo_1_bayesiana - modelo_3_bayesiana",1,0.703023226155915,0.0449607877192736,"NYJ"
"modelo_1_defecto - modelo_3_bayesiana",0.00885049705364475,0.00536393760826954,0.000316089180487312,"NYJ"
"modelo_1_grid - modelo_3_bayesiana",0.60024799443432,0.281934664052484,0.0166735554009533,"NYJ"
"modelo_2_bayesiana - modelo_3_bayesiana",1,1,0.826473685259516,"NYJ"
"modelo_2_defecto - modelo_3_bayesiana",1,1,0.240210148087225,"NYJ"
"modelo_2_grid - modelo_3_bayesiana",2.31919136683151e-07,1.89752020922578e-07,1.78399335910116e-08,"NYJ"
"modelo_1_bayesiana - modelo_3_defecto",0.0342212231380898,0.0181476183308052,0.00110391042380935,"NYJ"
"modelo_1_defecto - modelo_3_defecto",0.758577188637936,0.333314219250002,0.0194506971445625,"NYJ"
"modelo_1_grid - modelo_3_defecto",0.00634976919334613,0.00394455358980593,0.000253990767733845,"NYJ"
