"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1,1,0.516916064930799,"CHI"
"modelo_1_bayesiana - modelo_1_grid",1,1,0.608750806169145,"CHI"
"modelo_1_defecto - modelo_1_grid",1,1,0.90555330266322,"CHI"
"modelo_1_bayesiana - modelo_2_bayesiana",1.60550372562952e-05,1.02168418903697e-05,6.42201490251808e-07,"CHI"
"modelo_1_defecto - modelo_2_bayesiana",0.000801700037942389,0.000461584870330466,2.67233345980796e-05,"CHI"
"modelo_1_grid - modelo_2_bayesiana",0.000392444619439231,0.000231899093305,1.40158792656868e-05,"CHI"
"modelo_1_bayesiana - modelo_2_defecto",0.000217784805133715,0.000135290560764884,8.06610389384131e-06,"CHI"
"modelo_1_defecto - modelo_2_defecto",0.00738209239826083,0.00380289608395255,0.000205058122173912,"CHI"
"modelo_1_grid - modelo_2_defecto",0.00389529368758237,0.0021247056477722,0.000121727927736949,"CHI"
"modelo_2_bayesiana - modelo_2_defecto",1,1,0.669824788170719,"CHI"
"modelo_1_bayesiana - modelo_2_grid",1.41075409375438e-07,1.17562841146198e-07,1.17562841146198e-08,"CHI"
"modelo_1_defecto - modelo_2_grid",1.32160938556373e-05,8.8107292370915e-06,5.50670577318219e-07,"CHI"
"modelo_1_grid - modelo_2_grid",5.7261535876757e-06,4.07771543364785e-06,2.86307679383785e-07,"CHI"
"modelo_2_bayesiana - modelo_2_grid",1,1,0.51036488000157,"CHI"
"modelo_2_defecto - modelo_2_grid",1,1,0.244633939341538,"CHI"
"modelo_1_bayesiana - modelo_3_bayesiana",1.10984218382774e-11,1.07621060249963e-11,3.69947394609248e-12,"CHI"
"modelo_1_defecto - modelo_3_bayesiana",3.02134163263536e-09,2.65511840443713e-09,3.02134163263536e-10,"CHI"
"modelo_1_grid - modelo_3_bayesiana",1.06407281034189e-09,9.67338918492628e-10,1.52010401477413e-10,"CHI"
