"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",0.158019374794893,0.0790096873974465,0.00451483927985409,"MIA"
"modelo_1_bayesiana - modelo_1_grid",1.5454839106282e-06,1.26448683596852e-06,1.10391707902014e-07,"MIA"
"modelo_1_defecto - modelo_1_grid",0.71453264266691,0.313961312686975,0.0174276254309002,"MIA"
"modelo_1_bayesiana - modelo_2_bayesiana",1,1,0.0726907603463739,"MIA"
"modelo_1_defecto - modelo_2_bayesiana",1,1,0.32539785412283,"MIA"
"modelo_1_grid - modelo_2_bayesiana",0.0173996291351712,0.0115997527567808,0.000724984547298799,"MIA"
"modelo_1_bayesiana - modelo_2_defecto",1.61220254096883e-09,1.49006598483483e-09,2.30314648709833e-10,"MIA"
"modelo_1_defecto - modelo_2_defecto",0.0179684194668556,0.0114344487516354,0.000641729266673416,"MIA"
"modelo_1_grid - modelo_2_defecto",1,1,0.307386156671336,"MIA"
"modelo_2_bayesiana - modelo_2_defecto",0.000140531580975666,0.000100075519785701,6.69198004646028e-06,"MIA"
"modelo_1_bayesiana - modelo_2_grid",9.08095506494119e-16,8.9433648366845e-16,4.54047753247059e-16,"MIA"
"modelo_1_defecto - modelo_2_grid",2.4961563069533e-06,1.96666860547836e-06,1.56009769184581e-07,"MIA"
"modelo_1_grid - modelo_2_grid",0.208053320206412,0.0977220140363451,0.00562306270828141,"MIA"
"modelo_2_bayesiana - modelo_2_grid",2.69318672972233e-09,2.4075457129336e-09,3.36648341215292e-10,"MIA"
"modelo_2_defecto - modelo_2_grid",1,1,0.0829398526017249,"MIA"
"modelo_1_bayesiana - modelo_3_bayesiana",6.98717328582546e-06,5.29331309532232e-06,4.1101019328385e-07,"MIA"
"modelo_1_defecto - modelo_3_bayesiana",1,0.520034573373141,0.033161624968722,"MIA"
"modelo_1_grid - modelo_3_bayesiana",1,1,0.826014649426882,"MIA"
"modelo_2_bayesiana - modelo_3_bayesiana",0.0477812215434414,0.0267864423804141,0.00159270738478138,"MIA"
"modelo_2_defecto - modelo_3_bayesiana",1,1,0.220465576391511,"MIA"
"modelo_2_grid - modelo_3_bayesiana",0.0843758737954772,0.0434663592279731,0.00255684466046901,"MIA"
"modelo_1_bayesiana - modelo_3_defecto",1.61220254096883e-09,1.46563867360803e-09,2.68700423494805e-10,"MIA"
"modelo_1_defecto - modelo_3_defecto",0.0179684194668556,0.0111621999718346,0.00066549701729095,"MIA"
"modelo_1_grid - modelo_3_defecto",1,1,0.312685917993256,"MIA"
