"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",6.04784818683488e-06,4.76497129871839e-06,3.7799051167718e-07,"WAS"
"modelo_1_bayesiana - modelo_1_grid",0.019616947838199,0.0109973798486873,0.000653898261273299,"WAS"
"modelo_1_defecto - modelo_1_grid",1,1,0.124007367360576,"WAS"
"modelo_1_bayesiana - modelo_2_bayesiana",0.407238810153154,0.203619405076577,0.0119776120633281,"WAS"
"modelo_1_defecto - modelo_2_bayesiana",0.608167955122936,0.294869311574757,0.0168935543089704,"WAS"
"modelo_1_grid - modelo_2_bayesiana",1,1,0.447079218875392,"WAS"
"modelo_1_bayesiana - modelo_2_defecto",1,1,0.098199074284531,"WAS"
"modelo_1_defecto - modelo_2_defecto",4.12514368051173e-11,3.93763714957938e-11,5.89306240073104e-12,"WAS"
"modelo_1_grid - modelo_2_defecto",2.96961133410292e-06,2.42968200062966e-06,2.12115095293066e-07,"WAS"
"modelo_2_bayesiana - modelo_2_defecto",0.000291249971484106,0.00020299240436771,1.32386350674593e-05,"WAS"
"modelo_1_bayesiana - modelo_2_grid",0.128442285651459,0.0700594285371594,0.00414329953714384,"WAS"
"modelo_1_defecto - modelo_2_grid",1,0.670058012289981,0.0399492581853105,"WAS"
"modelo_1_grid - modelo_2_grid",1,1,0.675106605790124,"WAS"
"modelo_2_bayesiana - modelo_2_grid",1,1,0.76542699373768,"WAS"
"modelo_2_defecto - modelo_2_grid",4.88126669805643e-05,3.62397073037523e-05,2.56908773581917e-06,"WAS"
"modelo_1_bayesiana - modelo_3_bayesiana",2.9327584799301e-13,2.84388701084131e-13,9.775861599767e-14,"WAS"
"modelo_1_defecto - modelo_3_bayesiana",0.821623755316717,0.37346534332578,0.0216216777714925,"WAS"
"modelo_1_grid - modelo_3_bayesiana",0.0015838063026356,0.00105587086842373,6.88611435928521e-05,"WAS"
"modelo_2_bayesiana - modelo_3_bayesiana",2.20476820370522e-05,1.67027894220093e-05,1.29692247276778e-06,"WAS"
"modelo_2_defecto - modelo_3_bayesiana",2.10896353863731e-20,2.10896353863731e-20,1.05448176931866e-20,"WAS"
"modelo_2_grid - modelo_3_bayesiana",0.00013870676109982,9.8776026843811e-05,6.93533805499098e-06,"WAS"
"modelo_1_bayesiana - modelo_3_defecto",1,1,0.100537147481782,"WAS"
"modelo_1_defecto - modelo_3_defecto",4.12514368051173e-11,3.87513497260193e-11,6.87523946751955e-12,"WAS"
"modelo_1_grid - modelo_3_defecto",2.96961133410292e-06,2.38468788950689e-06,2.2843164108484e-07,"WAS"
"modelo_2_bayesiana - modelo_3_defecto",0.000291249971484106,0.00019857952601189,1.38690462611479e-05,"WAS"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"WAS"
"modelo_2_grid - modelo_3_defecto",4.88126669805643e-05,3.55001214404104e-05,2.71181483225357e-06,"WAS"
"modelo_3_bayesiana - modelo_3_defecto",2.10896353863731e-20,2.07700954562766e-20,2.10896353863731e-20,"WAS"
"modelo_1_bayesiana - modelo_3_grid",1,0.52529167507465,0.0317483979440722,"WAS"
"modelo_1_defecto - modelo_3_grid",0.18273147985587,0.0969030574993252,0.00553731757139001,"WAS"
"modelo_1_grid - modelo_3_grid",1,1,0.260186307426197,"WAS"
"modelo_2_bayesiana - modelo_3_grid",1,1,0.767545341556618,"WAS"
"modelo_2_defecto - modelo_3_grid",0.00174160001691342,0.00113467879889814,6.96640006765369e-05,"WAS"
