"Comparison","bonferroni","holm","bh","equipo"
"azar - lightgbm",8.82169665870216e-05,5.88113110580144e-05,4.41084832935108e-05,"LA"
"azar - red",3.99139478641421e-11,3.99139478641421e-11,3.99139478641421e-11,"LA"
"lightgbm - red",0.0290223794882963,0.00967412649609878,0.00967412649609878,"LA"
"azar - lightgbm",1.04877328858671e-10,1.04877328858671e-10,1.04877328858671e-10,"ATL"
"azar - red",1.45275301884518e-05,9.68502012563455e-06,7.26376509422591e-06,"ATL"
"lightgbm - red",0.120360636608599,0.0401202122028662,0.0401202122028662,"ATL"
"azar - lightgbm",0.000754033293873737,0.000502688862582491,0.000377016646936869,"CAR"
"azar - red",1.21789893604507e-12,1.21789893604507e-12,1.21789893604507e-12,"CAR"
"lightgbm - red",0.000981917628042428,0.000327305876014143,0.000327305876014143,"CAR"
"azar - lightgbm",0.000761716445842794,0.000507810963895196,0.000380858222921397,"CHI"
"azar - red",2.63473903684319e-11,2.63473903684319e-11,2.63473903684319e-11,"CHI"
"lightgbm - red",0.00462257514126395,0.00154085838042132,0.00154085838042132,"CHI"
"azar - lightgbm",0.000806656714187355,0.00053777114279157,0.000268885571395785,"CIN"
"azar - red",9.49853261649885e-13,9.49853261649885e-13,9.49853261649885e-13,"CIN"
"lightgbm - red",0.000806656714187355,0.000268885571395785,0.000403328357093678,"CIN"
"azar - lightgbm",4.59909483860034e-07,3.06606322573356e-07,2.29954741930017e-07,"DET"
"azar - red",6.37490342424172e-08,6.37490342424172e-08,6.37490342424172e-08,"DET"
"lightgbm - red",1,0.724119113718789,0.724119113718789,"DET"
"azar - lightgbm",5.25918515628659e-06,3.50612343752439e-06,2.62959257814329e-06,"HOU"
"azar - red",9.32105246130854e-10,9.32105246130854e-10,9.32105246130854e-10,"HOU"
"lightgbm - red",0.390568460360943,0.130189486786981,0.130189486786981,"HOU"
"azar - lightgbm",6.59588050371083e-11,6.59588050371083e-11,6.59588050371083e-11,"MIA"
"azar - red",4.92724212642235e-05,3.28482808428157e-05,2.46362106321117e-05,"MIA"
"lightgbm - red",0.0514441459265179,0.0171480486421726,0.0171480486421726,"MIA"
"azar - lightgbm",7.22635350415918e-13,7.22635350415918e-13,7.22635350415918e-13,"NYJ"
"azar - red",0.000750918154649147,0.000500612103099431,0.000250306051549716,"NYJ"
"lightgbm - red",0.000750918154649147,0.000250306051549716,0.000375459077324573,"NYJ"
"azar - lightgbm",5.01903430972915e-09,5.01903430972915e-09,5.01903430972915e-09,"WAS"
"azar - red",1.02139582204179e-06,6.80930548027858e-07,5.10697911020894e-07,"WAS"
"lightgbm - red",1,0.353827597627106,0.353827597627106,"WAS"
"azar - lightgbm",0.000954281314364532,0.000318093771454844,0.000318093771454844,"ARI"
"azar - red",1.63188844038808e-12,1.63188844038808e-12,1.63188844038808e-12,"ARI"
"lightgbm - red",0.000905443537228202,0.000603629024818802,0.000452721768614101,"ARI"
"azar - lightgbm",7.80983803573622e-08,7.80983803573622e-08,7.80983803573622e-08,"LAC"
"azar - red",9.64902346077122e-08,6.43268230718081e-08,4.82451173038561e-08,"LAC"
"lightgbm - red",1,0.970497097059229,0.970497097059229,"LAC"
"azar - lightgbm",5.43434758185505e-06,3.62289838790337e-06,2.71717379092752e-06,"MIN"
"azar - red",3.26290752765806e-07,3.26290752765806e-07,3.26290752765806e-07,"MIN"
"lightgbm - red",1,0.590548211971872,0.590548211971872,"MIN"
"azar - lightgbm",1.25932175347463e-12,1.25932175347463e-12,1.25932175347463e-12,"TEN"
"azar - red",0.00200240211357035,0.000667467371190115,0.000667467371190115,"TEN"
"lightgbm - red",0.000359564492574198,0.000239709661716132,0.000179782246287099,"TEN"
"azar - lightgbm",0.00130427449020014,0.000434758163400045,0.000434758163400045,"DAL"
"azar - red",2.19902723935831e-12,2.19902723935831e-12,2.19902723935831e-12,"DAL"
"lightgbm - red",0.000771247345692818,0.000514164897128546,0.000385623672846409,"DAL"
"azar - lightgbm",4.60077546801082e-05,3.06718364534055e-05,2.30038773400541e-05,"SEA"
"azar - red",9.05443473912195e-11,9.05443473912195e-11,9.05443473912195e-11,"SEA"
"lightgbm - red",0.0607189303993314,0.0202396434664438,0.0202396434664438,"SEA"
"azar - lightgbm",1.18656653456677e-12,1.18656653456677e-12,1.18656653456677e-12,"KC"
"azar - red",0.00027958185394848,0.00018638790263232,0.00013979092697424,"KC"
"lightgbm - red",0.0024293957839182,0.000809798594639399,0.000809798594639399,"KC"
"azar - lightgbm",3.75233364812678e-06,2.50155576541785e-06,1.87616682406339e-06,"BAL"
"azar - red",1.12463850528529e-09,1.12463850528529e-09,1.12463850528529e-09,"BAL"
"lightgbm - red",0.469690639521907,0.156563546507302,0.156563546507302,"BAL"
"azar - lightgbm",0.00084289922902513,0.000561932819350087,0.000280966409675043,"CLE"
"azar - red",1.12334861212792e-12,1.12334861212792e-12,1.12334861212792e-12,"CLE"
"lightgbm - red",0.00084289922902513,0.000280966409675043,0.000421449614512565,"CLE"
"azar - lightgbm",5.34136607690229e-10,5.34136607690229e-10,5.34136607690229e-10,"JAX"
"azar - red",9.90516532393873e-06,6.60344354929249e-06,4.95258266196937e-06,"JAX"
"lightgbm - red",0.251923808819102,0.0839746029397006,0.0839746029397006,"JAX"
"azar - lightgbm",1.76862051388625e-08,1.76862051388625e-08,1.76862051388625e-08,"NO"
"azar - red",1.20691682447492e-07,8.04611216316612e-08,6.03458412237459e-08,"NO"
"lightgbm - red",1,0.741504667999077,0.741504667999077,"NO"
"azar - lightgbm",3.13452761175988e-06,2.08968507450658e-06,1.56726380587994e-06,"NYG"
"azar - red",1.10051371078648e-09,1.10051371078648e-09,1.10051371078648e-09,"NYG"
"lightgbm - red",0.498595013790515,0.166198337930172,0.166198337930172,"NYG"
"azar - lightgbm",0.000469858342099249,0.000313238894732833,0.000234929171049624,"PIT"
"azar - red",1.93803193545134e-12,1.93803193545134e-12,1.93803193545134e-12,"PIT"
"lightgbm - red",0.00194838889388688,0.000649462964628961,0.000649462964628961,"PIT"
"azar - lightgbm",0.000733377656989412,0.000488918437992941,0.000244459218996471,"SF"
"azar - red",6.60257684178044e-13,6.60257684178044e-13,6.60257684178044e-13,"SF"
"lightgbm - red",0.000733377656989412,0.000244459218996471,0.000366688828494706,"SF"
"azar - lightgbm",0.000544973204941967,0.000363315469961311,0.000272486602470984,"DEN"
"azar - red",1.64683789881093e-12,1.64683789881093e-12,1.64683789881093e-12,"DEN"
"lightgbm - red",0.00156515455212441,0.000521718184041469,0.000521718184041469,"DEN"
"azar - lightgbm",1.32862036294265e-11,1.32862036294265e-11,1.32862036294265e-11,"LV"
"azar - red",0.000183764668231213,0.000122509778820809,9.18823341156065e-05,"LV"
"lightgbm - red",0.0106756617014129,0.00355855390047098,0.00355855390047098,"LV"
"azar - lightgbm",0.000795944359583212,0.000530629573055475,0.000265314786527737,"GB"
